asset,tier,strategy,direction,regime,split,sharpe,ret,trades
SOL,high,squeeze_momentum,short,trending_down,train,-1.254,-91.56,15
SOL,high,squeeze_momentum,short,ranging,train,-0.93,-72.9,17
SOL,high,squeeze_momentum,short,trending_up,test,0.9,41.98,7
SOL,high,squeeze_momentum,short,trending_down,test,0.438,13.64,9
SOL,high,squeeze_momentum,short,ranging,test,0.656,29.86,10
SOL,high,atr_breakout,long,trending_up,train,2.026,1049.84,36
SOL,high,atr_breakout,long,trending_down,train,1.079,151.6,29
SOL,high,atr_breakout,long,ranging,train,1.142,178.51,30
SOL,high,atr_breakout,long,trending_up,test,-0.955,-52.42,31
SOL,high,atr_breakout,long,trending_down,test,-1.417,-56.95,23
SOL,high,atr_breakout,long,ranging,test,0.055,-9.31,26
SOL,high,atr_breakout,short,trending_up,train,-0.517,-38.03,26
SOL,high,atr_breakout,short,trending_down,train,-0.188,-33.0,34
SOL,high,atr_breakout,short,ranging,train,-0.805,-54.35,24
SOL,high,atr_breakout,short,trending_up,test,0.691,30.32,21
SOL,high,atr_breakout,short,trending_down,test,0.374,8.8,31
SOL,high,atr_breakout,short,ranging,test,0.114,-4.88,24
SOL,high,amd_ifvg,long,trending_up,train,0.0,0.0,0
SOL,high,amd_ifvg,long,trending_down,train,0.0,0.0,0
SOL,high,amd_ifvg,long,ranging,train,0.0,0.0,0
SOL,high,amd_ifvg,long,trending_up,test,0.0,0.0,0
SOL,high,amd_ifvg,long,trending_down,test,0.0,0.0,0
SOL,high,amd_ifvg,long,ranging,test,0.0,0.0,0
SOL,high,amd_ifvg,short,trending_up,train,0.0,0.0,0
SOL,high,amd_ifvg,short,trending_down,train,0.0,0.0,0
SOL,high,amd_ifvg,short,ranging,train,0.0,0.0,0
SOL,high,amd_ifvg,short,trending_up,test,0.0,0.0,0
SOL,high,amd_ifvg,short,trending_down,test,0.0,0.0,0
SOL,high,amd_ifvg,short,ranging,test,0.0,0.0,0
SOL,high,heikin_ashi_ema,long,trending_up,train,1.614,439.56,74
SOL,high,heikin_ashi_ema,long,trending_down,train,0.237,3.49,64
SOL,high,heikin_ashi_ema,long,ranging,train,1.586,323.45,65
SOL,high,heikin_ashi_ema,long,trending_up,test,-1.398,-59.44,61
SOL,high,heikin_ashi_ema,long,trending_down,test,-1.676,-48.51,39
SOL,high,heikin_ashi_ema,long,ranging,test,0.058,-6.41,51
SOL,high,heikin_ashi_ema,short,trending_up,train,-1.276,-64.72,52
SOL,high,heikin_ashi_ema,short,trending_down,train,-0.637,-60.29,82
SOL,high,heikin_ashi_ema,short,ranging,train,-0.278,-32.35,62
SOL,high,heikin_ashi_ema,short,trending_up,test,-0.555,-27.67,39
SOL,high,heikin_ashi_ema,short,trending_down,test,-0.588,-46.24,65
SOL,high,heikin_ashi_ema,short,ranging,test,0.529,20.64,55
SOL,high,order_blocks,long,trending_up,train,1.764,664.34,31
SOL,high,order_blocks,long,trending_down,train,0.893,103.64,36
SOL,high,order_blocks,long,ranging,train,1.296,239.73,26
SOL,high,order_blocks,long,trending_up,test,-0.49,-39.92,25
SOL,high,order_blocks,long,trending_down,test,-0.682,-44.84,23
SOL,high,order_blocks,long,ranging,test,0.11,-7.81,27
SOL,high,order_blocks,short,trending_up,train,-0.97,-60.24,26
SOL,high,order_blocks,short,trending_down,train,-0.487,-52.94,32
SOL,high,order_blocks,short,ranging,train,-0.423,-41.13,21
SOL,high,order_blocks,short,trending_up,test,1.486,86.87,18
SOL,high,order_blocks,short,trending_down,test,0.432,13.48,27
SOL,high,order_blocks,short,ranging,test,0.816,39.64,20
SOL,high,vwap_reversion,long,trending_up,train,1.541,246.17,149
SOL,high,vwap_reversion,long,trending_down,train,0.397,16.82,172
SOL,high,vwap_reversion,long,ranging,train,-0.363,-31.1,111
SOL,high,vwap_reversion,long,trending_up,test,-0.067,-11.95,84
SOL,high,vwap_reversion,long,trending_down,test,0.205,-2.55,140
SOL,high,vwap_reversion,long,ranging,test,0.352,8.62,96
SOL,high,vwap_reversion,short,trending_up,train,-1.015,-83.54,189
SOL,high,vwap_reversion,short,trending_down,train,0.159,-6.38,150
SOL,high,vwap_reversion,short,ranging,train,-1.888,-85.97,122
SOL,high,vwap_reversion,short,trending_up,test,0.563,21.86,103
SOL,high,vwap_reversion,short,trending_down,test,0.337,7.06,122
SOL,high,vwap_reversion,short,ranging,test,0.884,43.77,99
SOL,high,chart_pattern,long,trending_up,train,1.668,556.69,26
SOL,high,chart_pattern,long,trending_down,train,0.969,123.74,24
SOL,high,chart_pattern,long,ranging,train,0.7,62.37,25
SOL,high,chart_pattern,long,trending_up,test,-0.556,-46.99,12
SOL,high,chart_pattern,long,trending_down,test,-0.47,-40.72,12
SOL,high,chart_pattern,long,ranging,test,-0.557,-47.71,12
SOL,high,chart_pattern,short,trending_up,train,-1.108,-63.71,22
SOL,high,chart_pattern,short,trending_down,train,-0.56,-54.46,26
SOL,high,chart_pattern,short,ranging,train,-1.171,-65.68,21
SOL,high,chart_pattern,short,trending_up,test,0.652,24.6,11
SOL,high,chart_pattern,short,trending_down,test,0.354,8.42,13
SOL,high,chart_pattern,short,ranging,test,1.0,51.31,12
SOL,high,liquidity_sweeps,long,trending_up,train,0.852,84.75,13
SOL,high,liquidity_sweeps,long,trending_down,train,0.652,54.33,13
SOL,high,liquidity_sweeps,long,ranging,train,1.017,117.19,12
SOL,high,liquidity_sweeps,long,trending_up,test,-0.831,-52.12,11
SOL,high,liquidity_sweeps,long,trending_down,test,-0.68,-52.74,11
SOL,high,liquidity_sweeps,long,ranging,test,-0.285,-29.41,11
SOL,high,liquidity_sweeps,short,trending_up,train,-0.07,-176.02,10
SOL,high,liquidity_sweeps,short,trending_down,train,-0.367,-97.47,13
SOL,high,liquidity_sweeps,short,ranging,train,0.824,-92.35,10
SOL,high,liquidity_sweeps,short,trending_up,test,0.405,10.8,12
SOL,high,liquidity_sweeps,short,trending_down,test,-0.055,-22.79,12
SOL,high,liquidity_sweeps,short,ranging,test,-0.088,-25.79,9
SOL,high,parabolic_sar,long,trending_up,train,2.141,859.36,115
SOL,high,parabolic_sar,long,trending_down,train,0.344,12.61,83
SOL,high,parabolic_sar,long,ranging,train,1.559,199.51,76
SOL,high,parabolic_sar,long,trending_up,test,-0.45,-32.24,73
SOL,high,parabolic_sar,long,trending_down,test,-0.73,-42.07,54
SOL,high,parabolic_sar,long,ranging,test,-0.218,-19.22,64
SOL,high,parabolic_sar,short,trending_up,train,-0.6,-53.94,85
SOL,high,parabolic_sar,short,trending_down,train,-0.29,-41.79,113
SOL,high,parabolic_sar,short,ranging,train,0.063,-7.97,75
SOL,high,parabolic_sar,short,trending_up,test,-0.382,-17.96,45
SOL,high,parabolic_sar,short,trending_down,test,-0.355,-31.94,84
SOL,high,parabolic_sar,short,ranging,test,0.484,16.69,64
SOL,high,range_scalper,long,trending_up,train,0.0,0.0,0
SOL,high,range_scalper,long,trending_down,train,0.0,0.0,0
SOL,high,range_scalper,long,ranging,train,0.0,0.0,0
SOL,high,range_scalper,long,trending_up,test,0.0,0.0,0
SOL,high,range_scalper,long,trending_down,test,0.0,0.0,0
SOL,high,range_scalper,long,ranging,test,0.0,0.0,0
SOL,high,range_scalper,short,trending_up,train,0.0,0.0,0
SOL,high,range_scalper,short,trending_down,train,0.0,0.0,0
SOL,high,range_scalper,short,ranging,train,0.0,0.0,0
SOL,high,range_scalper,short,trending_up,test,0.0,0.0,0
SOL,high,range_scalper,short,trending_down,test,0.0,0.0,0
SOL,high,range_scalper,short,ranging,test,0.0,0.0,0
SOL,high,sweep_squeeze_combo,long,trending_up,train,1.147,199.13,3
SOL,high,sweep_squeeze_combo,long,trending_down,train,1.041,165.72,3
SOL,high,sweep_squeeze_combo,long,ranging,train,1.036,163.18,3
SOL,high,sweep_squeeze_combo,long,trending_up,test,-0.689,-65.35,2
SOL,high,sweep_squeeze_combo,long,trending_down,test,-0.63,-63.01,2
SOL,high,sweep_squeeze_combo,long,ranging,test,-0.57,-62.53,2
SOL,high,sweep_squeeze_combo,short,trending_up,train,-0.029,-112.92,2
SOL,high,sweep_squeeze_combo,short,trending_down,train,0.823,-93.77,2
SOL,high,sweep_squeeze_combo,short,ranging,train,0.586,-118.58,2
SOL,high,sweep_squeeze_combo,short,trending_up,test,0.363,6.62,1
SOL,high,sweep_squeeze_combo,short,trending_down,test,0.078,-0.44,1
SOL,high,sweep_squeeze_combo,short,ranging,test,0.066,-0.75,1
SOL,high,adx_trend,long,trending_up,train,1.834,551.11,35
SOL,high,adx_trend,long,trending_down,train,1.895,459.73,16
SOL,high,adx_trend,long,ranging,train,1.901,466.3,15
SOL,high,adx_trend,long,trending_up,test,-2.393,-84.99,19
SOL,high,adx_trend,long,trending_down,test,-2.179,-78.59,9
SOL,high,adx_trend,long,ranging,test,-1.561,-62.1,6
SOL,high,adx_trend,short,trending_up,train,-0.571,-76.27,15
SOL,high,adx_trend,short,trending_down,train,-0.43,-79.9,36
SOL,high,adx_trend,short,ranging,train,-0.221,-56.23,17
SOL,high,adx_trend,short,trending_up,test,-0.768,-54.23,12
SOL,high,adx_trend,short,trending_down,test,-1.09,-71.44,18
SOL,high,adx_trend,short,ranging,test,-0.686,-58.02,12
SOL,high,donchian_breakout,long,trending_up,train,1.695,535.23,43
SOL,high,donchian_breakout,long,trending_down,train,0.304,8.29,32
SOL,high,donchian_breakout,long,ranging,train,0.399,16.52,43
SOL,high,donchian_breakout,long,trending_up,test,-0.612,-44.01,28
SOL,high,donchian_breakout,long,trending_down,test,-0.262,-24.22,26
SOL,high,donchian_breakout,long,ranging,test,0.281,3.06,25
SOL,high,donchian_breakout,short,trending_up,train,-0.836,-48.19,32
SOL,high,donchian_breakout,short,trending_down,train,-0.584,-56.87,42
SOL,high,donchian_breakout,short,ranging,train,-0.79,-58.58,34
SOL,high,donchian_breakout,short,trending_up,test,0.532,16.57,17
SOL,high,donchian_breakout,short,trending_down,test,0.649,30.81,29
SOL,high,donchian_breakout,short,ranging,test,0.676,31.97,27
SOL,high,tema_cross,long,trending_up,train,1.68,343.03,47
SOL,high,tema_cross,long,trending_down,train,0.242,5.29,9
SOL,high,tema_cross,long,ranging,train,0.89,63.43,30
SOL,high,tema_cross,long,trending_up,test,-0.353,-14.51,24
SOL,high,tema_cross,long,trending_down,test,-0.218,-2.09,3
SOL,high,tema_cross,long,ranging,test,-0.34,-10.74,23
SOL,high,tema_cross,short,trending_up,train,-1.094,-82.77,45
SOL,high,tema_cross,short,trending_down,train,-0.923,-82.39,39
SOL,high,tema_cross,short,ranging,train,-0.664,-69.17,40
SOL,high,tema_cross,short,trending_up,test,0.762,40.61,27
SOL,high,tema_cross,short,trending_down,test,0.298,2.74,24
SOL,high,tema_cross,short,ranging,test,0.606,28.21,27
XRP,low,sma_crossover,long,trending_up,train,1.177,155.25,30
XRP,low,sma_crossover,long,trending_down,train,1.057,96.63,33
XRP,low,sma_crossover,long,ranging,train,0.31,5.38,40
XRP,low,sma_crossover,long,trending_up,test,0.068,-5.39,16
XRP,low,sma_crossover,long,trending_down,test,0.531,13.63,20
XRP,low,sma_crossover,long,ranging,test,0.551,16.69,26
XRP,low,sma_crossover,short,trending_up,train,-0.361,-21.0,31
XRP,low,sma_crossover,short,trending_down,train,-0.425,-40.97,36
XRP,low,sma_crossover,short,ranging,train,0.188,-0.4,37
XRP,low,sma_crossover,short,trending_up,test,1.397,51.19,21
XRP,low,sma_crossover,short,trending_down,test,0.349,6.79,23
XRP,low,sma_crossover,short,ranging,test,0.303,5.12,26
XRP,low,ema_crossover,long,trending_up,train,1.278,179.35,41
XRP,low,ema_crossover,long,trending_down,train,0.916,66.87,35
XRP,low,ema_crossover,long,ranging,train,0.245,-0.22,52
XRP,low,ema_crossover,long,trending_up,test,-0.775,-35.55,31
XRP,low,ema_crossover,long,trending_down,test,-1.466,-27.55,22
XRP,low,ema_crossover,long,ranging,test,-0.313,-21.09,42
XRP,low,ema_crossover,short,trending_up,train,-0.409,-23.42,27
XRP,low,ema_crossover,short,trending_down,train,0.072,-13.88,45
XRP,low,ema_crossover,short,ranging,train,0.021,-12.54,51
XRP,low,ema_crossover,short,trending_up,test,-0.318,-9.37,21
XRP,low,ema_crossover,short,trending_down,test,-0.006,-9.8,32
XRP,low,ema_crossover,short,ranging,test,-0.134,-15.73,44
XRP,low,rsi,long,trending_up,train,0.255,4.93,16
XRP,low,rsi,long,trending_down,train,0.357,10.08,16
XRP,low,rsi,long,ranging,train,-0.18,-21.39,13
XRP,low,rsi,long,trending_up,test,0.002,-9.55,14
XRP,low,rsi,long,trending_down,test,0.557,19.46,14
XRP,low,rsi,long,ranging,test,0.438,11.82,12
XRP,low,rsi,short,trending_up,train,0.16,-361.94,15
XRP,low,rsi,short,trending_down,train,-0.39,-50.99,15
XRP,low,rsi,short,ranging,train,0.791,-32.47,15
XRP,low,rsi,short,trending_up,test,0.682,30.53,13
XRP,low,rsi,short,trending_down,test,1.951,89.56,13
XRP,low,rsi,short,ranging,test,0.266,-1.47,11
XRP,low,bollinger_bands,long,trending_up,train,0.029,-10.31,30
XRP,low,bollinger_bands,long,trending_down,train,0.699,49.91,38
XRP,low,bollinger_bands,long,ranging,train,0.271,4.28,31
XRP,low,bollinger_bands,long,trending_up,test,-0.305,-17.59,19
XRP,low,bollinger_bands,long,trending_down,test,0.292,2.61,24
XRP,low,bollinger_bands,long,ranging,test,0.412,10.4,20
XRP,low,bollinger_bands,short,trending_up,train,-1.296,-368.96,34
XRP,low,bollinger_bands,short,trending_down,train,-0.377,-70.51,34
XRP,low,bollinger_bands,short,ranging,train,0.7,-27.87,32
XRP,low,bollinger_bands,short,trending_up,test,0.614,24.42,24
XRP,low,bollinger_bands,short,trending_down,test,1.607,49.68,22
XRP,low,bollinger_bands,short,ranging,test,0.076,-13.04,23
XRP,low,macd,long,trending_up,train,1.324,156.5,80
XRP,low,macd,long,trending_down,train,0.154,-2.37,67
XRP,low,macd,long,ranging,train,0.614,33.69,82
XRP,low,macd,long,trending_up,test,-0.901,-36.92,59
XRP,low,macd,long,trending_down,test,-1.908,-50.45,44
XRP,low,macd,long,ranging,test,0.497,13.88,61
XRP,low,macd,short,trending_up,train,-0.466,-42.6,52
XRP,low,macd,short,trending_down,train,-0.889,-60.64,95
XRP,low,macd,short,ranging,train,0.303,7.92,81
XRP,low,macd,short,trending_up,test,-0.203,-11.76,36
XRP,low,macd,short,trending_down,test,-0.419,-24.34,62
XRP,low,macd,short,ranging,test,0.352,7.41,59
XRP,low,mean_reversion,long,trending_up,train,-0.506,-31.33,35
XRP,low,mean_reversion,long,trending_down,train,0.013,-19.74,44
XRP,low,mean_reversion,long,ranging,train,0.031,-9.58,28
XRP,low,mean_reversion,long,trending_up,test,-1.771,-34.37,23
XRP,low,mean_reversion,long,trending_down,test,-0.706,-36.97,28
XRP,low,mean_reversion,long,ranging,test,-0.479,-20.27,20
XRP,low,mean_reversion,short,trending_up,train,-1.152,-307.1,32
XRP,low,mean_reversion,short,trending_down,train,1.041,-295.52,46
XRP,low,mean_reversion,short,ranging,train,0.722,-23.23,40
XRP,low,mean_reversion,short,trending_up,test,-0.143,-33.22,24
XRP,low,mean_reversion,short,trending_down,test,-0.069,-27.89,27
XRP,low,mean_reversion,short,ranging,test,-0.21,-35.75,30
XRP,low,momentum,long,trending_up,train,1.397,221.16,31
XRP,low,momentum,long,trending_down,train,1.157,115.64,31
XRP,low,momentum,long,ranging,train,-0.03,-20.55,31
XRP,low,momentum,long,trending_up,test,-0.319,-21.63,24
XRP,low,momentum,long,trending_down,test,0.348,7.24,24
XRP,low,momentum,long,ranging,test,0.648,23.59,21
XRP,low,momentum,short,trending_up,train,-0.181,-17.7,27
XRP,low,momentum,short,trending_down,train,0.174,-5.43,37
XRP,low,momentum,short,ranging,train,-0.246,-24.18,26
XRP,low,momentum,short,trending_up,test,1.103,37.02,16
XRP,low,momentum,short,trending_down,test,-0.268,-20.09,27
XRP,low,momentum,short,ranging,test,0.569,19.0,24
XRP,low,volume_weighted,long,trending_up,train,1.08,134.28,20
XRP,low,volume_weighted,long,trending_down,train,1.566,305.73,20
XRP,low,volume_weighted,long,ranging,train,0.206,-7.73,27
XRP,low,volume_weighted,long,trending_up,test,-0.693,-39.63,12
XRP,low,volume_weighted,long,trending_down,test,-0.479,-32.3,11
XRP,low,volume_weighted,long,ranging,test,-0.29,-25.17,10
XRP,low,volume_weighted,short,trending_up,train,-0.416,-45.46,16
XRP,low,volume_weighted,short,trending_down,train,-0.252,-36.46,28
XRP,low,volume_weighted,short,ranging,train,0.532,27.71,27
XRP,low,volume_weighted,short,trending_up,test,-0.06,-29.01,8
XRP,low,volume_weighted,short,trending_down,test,0.814,27.99,11
XRP,low,volume_weighted,short,ranging,test,0.316,-3.6,10
XRP,low,triple_ema,long,trending_up,train,0.975,97.76,41
XRP,low,triple_ema,long,trending_down,train,0.878,54.92,30
XRP,low,triple_ema,long,ranging,train,-0.344,-34.29,49
XRP,low,triple_ema,long,trending_up,test,-0.618,-28.7,31
XRP,low,triple_ema,long,trending_down,test,-0.737,-8.02,12
XRP,low,triple_ema,long,ranging,test,-0.036,-6.23,24
XRP,low,triple_ema,short,trending_up,train,-0.931,-46.0,32
XRP,low,triple_ema,short,trending_down,train,-0.603,-53.4,41
XRP,low,triple_ema,short,ranging,train,-0.504,-41.79,51
XRP,low,triple_ema,short,trending_up,test,0.003,-6.07,26
XRP,low,triple_ema,short,trending_down,test,0.041,-9.26,26
XRP,low,triple_ema,short,ranging,test,0.049,-8.57,31
XRP,low,rsi_macd_combo,long,trending_up,train,0.147,-3.59,20
XRP,low,rsi_macd_combo,long,trending_down,train,0.539,28.09,19
XRP,low,rsi_macd_combo,long,ranging,train,0.064,-6.5,17
XRP,low,rsi_macd_combo,long,trending_up,test,-0.128,-15.46,18
XRP,low,rsi_macd_combo,long,trending_down,test,0.072,-9.42,15
XRP,low,rsi_macd_combo,long,ranging,test,0.381,8.32,16
XRP,low,rsi_macd_combo,short,trending_up,train,0.935,-306.96,17
XRP,low,rsi_macd_combo,short,trending_down,train,-0.398,-59.87,20
XRP,low,rsi_macd_combo,short,ranging,train,0.856,-2.23,18
XRP,low,rsi_macd_combo,short,trending_up,test,0.332,0.71,15
XRP,low,rsi_macd_combo,short,trending_down,test,1.596,63.08,15
XRP,low,rsi_macd_combo,short,ranging,test,0.126,-9.96,16
XRP,low,stoch_rsi,long,trending_up,train,1.795,230.59,35
XRP,low,stoch_rsi,long,trending_down,train,-0.238,-33.35,57
XRP,low,stoch_rsi,long,ranging,train,-0.535,-37.77,43
XRP,low,stoch_rsi,long,trending_up,test,-0.352,-17.87,31
XRP,low,stoch_rsi,long,trending_down,test,0.328,6.12,46
XRP,low,stoch_rsi,long,ranging,test,0.238,2.05,37
XRP,low,stoch_rsi,short,trending_up,train,-0.257,-48.93,63
XRP,low,stoch_rsi,short,trending_down,train,-1.211,-76.68,51
XRP,low,stoch_rsi,short,ranging,train,-0.21,-26.96,47
XRP,low,stoch_rsi,short,trending_up,test,0.606,20.05,43
XRP,low,stoch_rsi,short,trending_down,test,1.07,41.08,36
XRP,low,stoch_rsi,short,ranging,test,-0.224,-17.02,38
XRP,low,supertrend,long,trending_up,train,0.0,0.0,0
XRP,low,supertrend,long,trending_down,train,0.0,0.0,0
XRP,low,supertrend,long,ranging,train,0.0,0.0,0
XRP,low,supertrend,long,trending_up,test,0.0,0.0,0
XRP,low,supertrend,long,trending_down,test,0.0,0.0,0
XRP,low,supertrend,long,ranging,test,0.0,0.0,0
XRP,low,supertrend,short,trending_up,train,0.0,0.0,0
XRP,low,supertrend,short,trending_down,train,0.0,0.0,0
XRP,low,supertrend,short,ranging,train,0.0,0.0,0
XRP,low,supertrend,short,trending_up,test,0.0,0.0,0
XRP,low,supertrend,short,trending_down,test,0.0,0.0,0
XRP,low,supertrend,short,ranging,test,0.0,0.0,0
XRP,low,ichimoku_cloud,long,trending_up,train,0.633,41.58,14
XRP,low,ichimoku_cloud,long,trending_down,train,-0.214,-34.47,10
XRP,low,ichimoku_cloud,long,ranging,train,-0.777,-61.47,14
XRP,low,ichimoku_cloud,long,trending_up,test,-0.395,-23.53,12
XRP,low,ichimoku_cloud,long,trending_down,test,-1.06,-33.42,10
XRP,low,ichimoku_cloud,long,ranging,test,-0.374,-22.28,14
XRP,low,ichimoku_cloud,short,trending_up,train,0.19,-76.5,16
XRP,low,ichimoku_cloud,short,trending_down,train,-0.785,-98.12,18
XRP,low,ichimoku_cloud,short,ranging,train,0.377,-84.22,17
XRP,low,ichimoku_cloud,short,trending_up,test,0.575,18.94,13
XRP,low,ichimoku_cloud,short,trending_down,test,0.005,-12.0,12
XRP,low,ichimoku_cloud,short,ranging,test,0.381,8.33,15
XRP,low,pairs_spread,long,trending_up,train,0.006,-7.26,27
XRP,low,pairs_spread,long,trending_down,train,0.371,10.58,40
XRP,low,pairs_spread,long,ranging,train,0.309,8.56,23
XRP,low,pairs_spread,long,trending_up,test,-1.56,-30.04,19
XRP,low,pairs_spread,long,trending_down,test,-0.467,-26.7,23
XRP,low,pairs_spread,long,ranging,test,0.232,3.17,15
XRP,low,pairs_spread,short,trending_up,train,-1.127,-408.73,31
XRP,low,pairs_spread,short,trending_down,train,1.08,-347.96,38
XRP,low,pairs_spread,short,ranging,train,0.758,-6.06,34
XRP,low,pairs_spread,short,trending_up,test,0.166,-15.34,18
XRP,low,pairs_spread,short,trending_down,test,0.077,-21.3,23
XRP,low,pairs_spread,short,ranging,test,0.126,-17.29,26
XRP,low,squeeze_momentum,long,trending_up,train,1.023,124.59,19
XRP,low,squeeze_momentum,long,trending_down,train,0.699,52.1,16
XRP,low,squeeze_momentum,long,ranging,train,0.318,1.07,17
XRP,low,squeeze_momentum,long,trending_up,test,-1.347,-50.88,12
XRP,low,squeeze_momentum,long,trending_down,test,-0.558,-27.05,9
XRP,low,squeeze_momentum,long,ranging,test,-0.616,-35.19,11
XRP,low,squeeze_momentum,short,trending_up,train,-0.508,-37.98,13
XRP,low,squeeze_momentum,short,trending_down,train,-0.07,-23.53,17
XRP,low,squeeze_momentum,short,ranging,train,0.423,16.22,17
XRP,low,squeeze_momentum,short,trending_up,test,-0.75,-51.54,12
XRP,low,squeeze_momentum,short,trending_down,test,-0.952,-67.65,11
XRP,low,squeeze_momentum,short,ranging,test,-1.06,-61.37,12
XRP,low,atr_breakout,long,trending_up,train,0.907,91.35,31
XRP,low,atr_breakout,long,trending_down,train,1.178,155.63,29
XRP,low,atr_breakout,long,ranging,train,-0.272,-39.21,31
XRP,low,atr_breakout,long,trending_up,test,-1.224,-51.43,28
XRP,low,atr_breakout,long,trending_down,test,-1.785,-51.06,22
XRP,low,atr_breakout,long,ranging,test,-0.014,-10.27,24
XRP,low,atr_breakout,short,trending_up,train,-0.094,-14.08,23
XRP,low,atr_breakout,short,trending_down,train,-0.712,-58.89,36
XRP,low,atr_breakout,short,ranging,train,0.615,32.47,28
XRP,low,atr_breakout,short,trending_up,test,-0.772,-24.58,17
XRP,low,atr_breakout,short,trending_down,test,-0.894,-39.87,27
XRP,low,atr_breakout,short,ranging,test,-0.256,-18.29,25
XRP,low,amd_ifvg,long,trending_up,train,0.0,0.0,0
XRP,low,amd_ifvg,long,trending_down,train,0.0,0.0,0
XRP,low,amd_ifvg,long,ranging,train,0.0,0.0,0
XRP,low,amd_ifvg,long,trending_up,test,0.0,0.0,0
XRP,low,amd_ifvg,long,trending_down,test,0.0,0.0,0
XRP,low,amd_ifvg,long,ranging,test,0.0,0.0,0
XRP,low,amd_ifvg,short,trending_up,train,0.0,0.0,0
XRP,low,amd_ifvg,short,trending_down,train,0.0,0.0,0
XRP,low,amd_ifvg,short,ranging,train,0.0,0.0,0
XRP,low,amd_ifvg,short,trending_up,test,0.0,0.0,0
XRP,low,amd_ifvg,short,trending_down,test,0.0,0.0,0
XRP,low,amd_ifvg,short,ranging,test,0.0,0.0,0
XRP,low,heikin_ashi_ema,long,trending_up,train,1.43,215.02,61
XRP,low,heikin_ashi_ema,long,trending_down,train,0.236,3.9,50
XRP,low,heikin_ashi_ema,long,ranging,train,0.559,29.96,56
XRP,low,heikin_ashi_ema,long,trending_up,test,-0.59,-28.23,46
XRP,low,heikin_ashi_ema,long,trending_down,test,-2.095,-41.3,30
XRP,low,heikin_ashi_ema,long,ranging,test,0.778,28.81,43
XRP,low,heikin_ashi_ema,short,trending_up,train,0.112,-2.04,38
XRP,low,heikin_ashi_ema,short,trending_down,train,-0.185,-30.68,68
XRP,low,heikin_ashi_ema,short,ranging,train,0.664,38.82,50
XRP,low,heikin_ashi_ema,short,trending_up,test,-0.072,-5.79,33
XRP,low,heikin_ashi_ema,short,trending_down,test,-0.498,-27.77,50
XRP,low,heikin_ashi_ema,short,ranging,test,0.068,-5.58,45
XRP,low,order_blocks,long,trending_up,train,1.267,184.21,26
XRP,low,order_blocks,long,trending_down,train,1.75,376.31,26
XRP,low,order_blocks,long,ranging,train,0.111,-12.94,28
XRP,low,order_blocks,long,trending_up,test,-0.077,-11.98,15
XRP,low,order_blocks,long,trending_down,test,-1.193,-43.99,14
XRP,low,order_blocks,long,ranging,test,-0.475,-23.99,17
XRP,low,order_blocks,short,trending_up,train,0.142,-1.49,22
XRP,low,order_blocks,short,trending_down,train,-0.08,-23.63,30
XRP,low,order_blocks,short,ranging,train,0.757,46.72,25
XRP,low,order_blocks,short,trending_up,test,0.23,2.38,12
XRP,low,order_blocks,short,trending_down,test,0.273,2.97,17
XRP,low,order_blocks,short,ranging,test,0.858,37.69,19
XRP,low,vwap_reversion,long,trending_up,train,-0.609,-41.91,96
XRP,low,vwap_reversion,long,trending_down,train,0.082,-8.68,143
XRP,low,vwap_reversion,long,ranging,train,-0.955,-48.67,117
XRP,low,vwap_reversion,long,trending_up,test,-0.131,-8.22,61
XRP,low,vwap_reversion,long,trending_down,test,-0.462,-25.5,97
XRP,low,vwap_reversion,long,ranging,test,-0.521,-22.62,80
XRP,low,vwap_reversion,short,trending_up,train,-1.472,-90.74,113
XRP,low,vwap_reversion,short,trending_down,train,-1.004,-67.51,137
XRP,low,vwap_reversion,short,ranging,train,-1.056,-58.84,125
XRP,low,vwap_reversion,short,trending_up,test,0.554,17.38,82
XRP,low,vwap_reversion,short,trending_down,test,0.03,-6.65,85
XRP,low,vwap_reversion,short,ranging,test,-0.214,-15.19,84
XRP,low,chart_pattern,long,trending_up,train,1.334,216.18,18
XRP,low,chart_pattern,long,trending_down,train,0.517,26.05,20
XRP,low,chart_pattern,long,ranging,train,-0.012,-23.08,21
XRP,low,chart_pattern,long,trending_up,test,-0.926,-45.08,15
XRP,low,chart_pattern,long,trending_down,test,-1.674,-50.49,14
XRP,low,chart_pattern,long,ranging,test,-0.316,-24.47,16
XRP,low,chart_pattern,short,trending_up,train,-1.85,-58.4,18
XRP,low,chart_pattern,short,trending_down,train,-0.342,-33.19,21
XRP,low,chart_pattern,short,ranging,train,0.125,-1.95,18
XRP,low,chart_pattern,short,trending_up,test,0.084,-2.14,12
XRP,low,chart_pattern,short,trending_down,test,-0.499,-28.61,16
XRP,low,chart_pattern,short,ranging,test,-0.097,-10.68,15
XRP,low,liquidity_sweeps,long,trending_up,train,1.203,142.83,10
XRP,low,liquidity_sweeps,long,trending_down,train,1.132,137.15,10
XRP,low,liquidity_sweeps,long,ranging,train,-0.021,-20.15,9
XRP,low,liquidity_sweeps,long,trending_up,test,-0.454,-28.93,11
XRP,low,liquidity_sweeps,long,trending_down,test,-0.083,-16.3,12
XRP,low,liquidity_sweeps,long,ranging,test,-0.383,-29.06,12
XRP,low,liquidity_sweeps,short,trending_up,train,0.797,-73.95,8
XRP,low,liquidity_sweeps,short,trending_down,train,-0.128,-39.38,8
