asset,tier,strategy,direction,regime,split,sharpe,ret,trades
ETH,low,volume_weighted,long,trending_down,test,0.23,2.59,15
ETH,low,volume_weighted,long,ranging,test,-0.172,-14.69,19
ETH,low,volume_weighted,short,trending_up,train,0.29,8.92,25
ETH,low,volume_weighted,short,trending_down,train,0.221,3.51,30
ETH,low,volume_weighted,short,ranging,train,0.562,29.96,32
ETH,low,volume_weighted,short,trending_up,test,0.13,-6.8,16
ETH,low,volume_weighted,short,trending_down,test,0.799,46.09,22
ETH,low,volume_weighted,short,ranging,test,-0.229,-33.75,21
ETH,low,triple_ema,long,trending_up,train,0.901,67.94,47
ETH,low,triple_ema,long,trending_down,train,0.194,3.81,40
ETH,low,triple_ema,long,ranging,train,0.581,29.95,55
ETH,low,triple_ema,long,trending_up,test,-0.153,-12.69,30
ETH,low,triple_ema,long,trending_down,test,-1.376,-18.44,19
ETH,low,triple_ema,long,ranging,test,0.526,17.89,38
ETH,low,triple_ema,short,trending_up,train,-1.144,-46.15,39
ETH,low,triple_ema,short,trending_down,train,-1.0,-58.31,53
ETH,low,triple_ema,short,ranging,train,-0.399,-33.05,57
ETH,low,triple_ema,short,trending_up,test,0.979,47.76,25
ETH,low,triple_ema,short,trending_down,test,0.589,25.48,33
ETH,low,triple_ema,short,ranging,test,0.338,7.03,42
ETH,low,rsi_macd_combo,long,trending_up,train,0.634,35.48,24
ETH,low,rsi_macd_combo,long,trending_down,train,0.604,36.85,22
ETH,low,rsi_macd_combo,long,ranging,train,0.916,61.34,22
ETH,low,rsi_macd_combo,long,trending_up,test,-1.115,-58.49,18
ETH,low,rsi_macd_combo,long,trending_down,test,-0.782,-52.58,15
ETH,low,rsi_macd_combo,long,ranging,test,-0.459,-33.72,17
ETH,low,rsi_macd_combo,short,trending_up,train,-0.533,-69.03,21
ETH,low,rsi_macd_combo,short,trending_down,train,-0.186,-34.75,23
ETH,low,rsi_macd_combo,short,ranging,train,-0.2,-55.31,19
ETH,low,rsi_macd_combo,short,trending_up,test,-0.176,-34.34,16
ETH,low,rsi_macd_combo,short,trending_down,test,-0.554,-52.73,15
ETH,low,rsi_macd_combo,short,ranging,test,-0.479,-46.84,15
ETH,low,stoch_rsi,long,trending_up,train,1.541,124.92,47
ETH,low,stoch_rsi,long,trending_down,train,-0.295,-29.36,70
ETH,low,stoch_rsi,long,ranging,train,0.122,-1.63,58
ETH,low,stoch_rsi,long,trending_up,test,1.158,52.54,31
ETH,low,stoch_rsi,long,trending_down,test,-0.149,-20.77,51
ETH,low,stoch_rsi,long,ranging,test,-0.648,-33.32,38
ETH,low,stoch_rsi,short,trending_up,train,-0.332,-29.81,75
ETH,low,stoch_rsi,short,trending_down,train,-0.941,-53.12,57
ETH,low,stoch_rsi,short,ranging,train,-0.413,-24.33,55
ETH,low,stoch_rsi,short,trending_up,test,1.319,72.54,44
ETH,low,stoch_rsi,short,trending_down,test,0.612,24.09,42
ETH,low,stoch_rsi,short,ranging,test,-1.02,-47.89,39
ETH,low,supertrend,long,trending_up,train,0.0,0.0,0
ETH,low,supertrend,long,trending_down,train,0.0,0.0,0
ETH,low,supertrend,long,ranging,train,0.0,0.0,0
ETH,low,supertrend,long,trending_up,test,0.0,0.0,0
ETH,low,supertrend,long,trending_down,test,0.0,0.0,0
ETH,low,supertrend,long,ranging,test,0.0,0.0,0
ETH,low,supertrend,short,trending_up,train,0.0,0.0,0
ETH,low,supertrend,short,trending_down,train,0.0,0.0,0
ETH,low,supertrend,short,ranging,train,0.0,0.0,0
ETH,low,supertrend,short,trending_up,test,0.0,0.0,0
ETH,low,supertrend,short,trending_down,test,0.0,0.0,0
ETH,low,supertrend,short,ranging,test,0.0,0.0,0
ETH,low,ichimoku_cloud,long,trending_up,train,0.941,79.7,19
ETH,low,ichimoku_cloud,long,trending_down,train,0.99,80.11,18
ETH,low,ichimoku_cloud,long,ranging,train,1.039,89.86,20
ETH,low,ichimoku_cloud,long,trending_up,test,1.162,73.0,9
ETH,low,ichimoku_cloud,long,trending_down,test,1.168,73.65,10
ETH,low,ichimoku_cloud,long,ranging,test,0.979,58.15,12
ETH,low,ichimoku_cloud,short,trending_up,train,0.166,1.2,13
ETH,low,ichimoku_cloud,short,trending_down,train,-0.102,-18.65,18
ETH,low,ichimoku_cloud,short,ranging,train,0.16,-0.28,21
ETH,low,ichimoku_cloud,short,trending_up,test,1.555,86.63,10
ETH,low,ichimoku_cloud,short,trending_down,test,1.118,65.3,12
ETH,low,ichimoku_cloud,short,ranging,test,1.169,64.66,13
ETH,low,pairs_spread,long,trending_up,train,-0.675,-25.49,37
ETH,low,pairs_spread,long,trending_down,train,-0.031,-14.78,45
ETH,low,pairs_spread,long,ranging,train,0.143,1.86,28
ETH,low,pairs_spread,long,trending_up,test,-0.265,-11.49,19
ETH,low,pairs_spread,long,trending_down,test,-0.346,-30.0,27
ETH,low,pairs_spread,long,ranging,test,0.402,8.64,18
ETH,low,pairs_spread,short,trending_up,train,-0.689,-80.75,37
ETH,low,pairs_spread,short,trending_down,train,-0.675,-83.67,46
ETH,low,pairs_spread,short,ranging,train,-0.869,-85.1,43
ETH,low,pairs_spread,short,trending_up,test,0.056,-15.49,21
ETH,low,pairs_spread,short,trending_down,test,-0.348,-41.43,27
ETH,low,pairs_spread,short,ranging,test,-0.41,-49.05,28
ETH,low,squeeze_momentum,long,trending_up,train,0.916,78.65,22
ETH,low,squeeze_momentum,long,trending_down,train,1.15,107.21,18
ETH,low,squeeze_momentum,long,ranging,train,1.036,95.46,21
ETH,low,squeeze_momentum,long,trending_up,test,-0.836,-50.86,8
ETH,low,squeeze_momentum,long,trending_down,test,-0.714,-45.94,9
ETH,low,squeeze_momentum,long,ranging,test,-0.84,-51.87,9
ETH,low,squeeze_momentum,short,trending_up,train,-0.164,-17.26,20
ETH,low,squeeze_momentum,short,trending_down,train,-0.141,-19.52,23
ETH,low,squeeze_momentum,short,ranging,train,-0.11,-15.8,23
ETH,low,squeeze_momentum,short,trending_up,test,-0.426,-34.26,8
ETH,low,squeeze_momentum,short,trending_down,test,0.135,-5.92,9
ETH,low,squeeze_momentum,short,ranging,test,-0.403,-40.17,10
ETH,low,atr_breakout,long,trending_up,train,0.986,91.26,42
ETH,low,atr_breakout,long,trending_down,train,1.283,125.88,29
ETH,low,atr_breakout,long,ranging,train,1.029,90.11,38
ETH,low,atr_breakout,long,trending_up,test,-0.207,-20.29,27
ETH,low,atr_breakout,long,trending_down,test,0.71,29.58,22
ETH,low,atr_breakout,long,ranging,test,0.787,37.38,26
ETH,low,atr_breakout,short,trending_up,train,-0.388,-18.19,21
ETH,low,atr_breakout,short,trending_down,train,-0.122,-18.24,39
ETH,low,atr_breakout,short,ranging,train,-0.4,-25.09,32
ETH,low,atr_breakout,short,trending_up,test,0.494,15.37,15
ETH,low,atr_breakout,short,trending_down,test,1.01,61.56,28
ETH,low,atr_breakout,short,ranging,test,-0.299,-22.97,30
ETH,low,amd_ifvg,long,trending_up,train,0.0,0.0,0
ETH,low,amd_ifvg,long,trending_down,train,0.0,0.0,0
ETH,low,amd_ifvg,long,ranging,train,0.0,0.0,0
ETH,low,amd_ifvg,long,trending_up,test,0.0,0.0,0
ETH,low,amd_ifvg,long,trending_down,test,0.0,0.0,0
ETH,low,amd_ifvg,long,ranging,test,0.0,0.0,0
ETH,low,amd_ifvg,short,trending_up,train,0.0,0.0,0
ETH,low,amd_ifvg,short,trending_down,train,0.0,0.0,0
ETH,low,amd_ifvg,short,ranging,train,0.0,0.0,0
ETH,low,amd_ifvg,short,trending_up,test,0.0,0.0,0
ETH,low,amd_ifvg,short,trending_down,test,0.0,0.0,0
ETH,low,amd_ifvg,short,ranging,test,0.0,0.0,0
ETH,low,heikin_ashi_ema,long,trending_up,train,0.408,18.46,78
ETH,low,heikin_ashi_ema,long,trending_down,train,-0.261,-21.22,72
ETH,low,heikin_ashi_ema,long,ranging,train,0.541,29.14,78
ETH,low,heikin_ashi_ema,long,trending_up,test,-1.06,-47.81,50
ETH,low,heikin_ashi_ema,long,trending_down,test,-1.471,-47.69,40
ETH,low,heikin_ashi_ema,long,ranging,test,0.424,12.84,52
ETH,low,heikin_ashi_ema,short,trending_up,train,-1.434,-33.88,33
ETH,low,heikin_ashi_ema,short,trending_down,train,-0.793,-46.54,83
ETH,low,heikin_ashi_ema,short,ranging,train,-0.478,-31.17,75
ETH,low,heikin_ashi_ema,short,trending_up,test,0.863,26.56,27
ETH,low,heikin_ashi_ema,short,trending_down,test,-0.179,-21.45,54
ETH,low,heikin_ashi_ema,short,ranging,test,0.344,8.12,52
ETH,low,order_blocks,long,trending_up,train,1.408,165.69,37
ETH,low,order_blocks,long,trending_down,train,0.96,81.04,31
ETH,low,order_blocks,long,ranging,train,0.882,74.51,35
ETH,low,order_blocks,long,trending_up,test,-0.242,-23.78,25
ETH,low,order_blocks,long,trending_down,test,-0.461,-34.55,24
ETH,low,order_blocks,long,ranging,test,-0.088,-19.22,25
ETH,low,order_blocks,short,trending_up,train,0.187,3.48,28
ETH,low,order_blocks,short,trending_down,train,-0.095,-16.45,39
ETH,low,order_blocks,short,ranging,train,-0.27,-18.61,29
ETH,low,order_blocks,short,trending_up,test,0.703,25.51,17
ETH,low,order_blocks,short,trending_down,test,0.308,6.28,25
ETH,low,order_blocks,short,ranging,test,-0.362,-21.97,22
ETH,low,vwap_reversion,long,trending_up,train,-0.09,-9.55,145
ETH,low,vwap_reversion,long,trending_down,train,-0.462,-35.05,178
ETH,low,vwap_reversion,long,ranging,train,-0.808,-37.82,150
ETH,low,vwap_reversion,long,trending_up,test,-0.872,-33.53,79
ETH,low,vwap_reversion,long,trending_down,test,-1.314,-59.29,122
ETH,low,vwap_reversion,long,ranging,test,-0.471,-25.4,93
ETH,low,vwap_reversion,short,trending_up,train,-1.091,-58.33,168
ETH,low,vwap_reversion,short,trending_down,train,-1.291,-58.72,158
ETH,low,vwap_reversion,short,ranging,train,-1.623,-60.1,151
ETH,low,vwap_reversion,short,trending_up,test,0.514,17.23,99
ETH,low,vwap_reversion,short,trending_down,test,-0.332,-26.7,113
ETH,low,vwap_reversion,short,ranging,test,-0.445,-27.34,98
ETH,low,chart_pattern,long,trending_up,train,1.022,95.85,30
ETH,low,chart_pattern,long,trending_down,train,1.2,106.98,27
ETH,low,chart_pattern,long,ranging,train,0.736,50.2,31
ETH,low,chart_pattern,long,trending_up,test,-0.267,-27.23,15
ETH,low,chart_pattern,long,trending_down,test,0.044,-9.34,16
ETH,low,chart_pattern,long,ranging,test,0.064,-10.63,17
ETH,low,chart_pattern,short,trending_up,train,-0.084,-11.66,25
ETH,low,chart_pattern,short,trending_down,train,-0.452,-39.22,33
ETH,low,chart_pattern,short,ranging,train,-0.201,-19.98,31
ETH,low,chart_pattern,short,trending_up,test,0.501,14.56,13
ETH,low,chart_pattern,short,trending_down,test,-0.072,-14.44,16
ETH,low,chart_pattern,short,ranging,test,0.04,-4.92,14
ETH,low,liquidity_sweeps,long,trending_up,train,1.181,88.12,22
ETH,low,liquidity_sweeps,long,trending_down,train,1.359,145.74,22
ETH,low,liquidity_sweeps,long,ranging,train,1.644,135.76,19
ETH,low,liquidity_sweeps,long,trending_up,test,-0.83,-44.2,12
ETH,low,liquidity_sweeps,long,trending_down,test,-0.443,-35.42,12
ETH,low,liquidity_sweeps,long,ranging,test,-0.329,-25.77,13
ETH,low,liquidity_sweeps,short,trending_up,train,0.035,-36.78,17
ETH,low,liquidity_sweeps,short,trending_down,train,0.378,14.97,22
ETH,low,liquidity_sweeps,short,ranging,train,0.286,-7.15,18
ETH,low,liquidity_sweeps,short,trending_up,test,0.02,-18.41,12
ETH,low,liquidity_sweeps,short,trending_down,test,0.259,0.39,12
ETH,low,liquidity_sweeps,short,ranging,test,-0.147,-33.07,12
ETH,low,parabolic_sar,long,trending_up,train,0.357,13.94,114
ETH,low,parabolic_sar,long,trending_down,train,0.544,27.92,75
ETH,low,parabolic_sar,long,ranging,train,0.422,17.93,99
ETH,low,parabolic_sar,long,trending_up,test,-1.04,-46.14,68
ETH,low,parabolic_sar,long,trending_down,test,-1.292,-52.95,55
ETH,low,parabolic_sar,long,ranging,test,0.069,-4.78,61
ETH,low,parabolic_sar,short,trending_up,train,-0.881,-35.48,67
ETH,low,parabolic_sar,short,trending_down,train,-0.601,-41.12,108
ETH,low,parabolic_sar,short,ranging,train,0.248,6.46,93
ETH,low,parabolic_sar,short,trending_up,test,-0.218,-9.99,40
ETH,low,parabolic_sar,short,trending_down,test,0.071,-7.87,71
ETH,low,parabolic_sar,short,ranging,test,0.039,-6.99,65
ETH,low,range_scalper,long,trending_up,train,0.0,0.0,0
ETH,low,range_scalper,long,trending_down,train,0.0,0.0,0
ETH,low,range_scalper,long,ranging,train,0.0,0.0,0
ETH,low,range_scalper,long,trending_up,test,0.0,0.0,0
ETH,low,range_scalper,long,trending_down,test,0.0,0.0,0
ETH,low,range_scalper,long,ranging,test,0.0,0.0,0
ETH,low,range_scalper,short,trending_up,train,0.0,0.0,0
ETH,low,range_scalper,short,trending_down,train,0.0,0.0,0
ETH,low,range_scalper,short,ranging,train,0.0,0.0,0
ETH,low,range_scalper,short,trending_up,test,0.0,0.0,0
ETH,low,range_scalper,short,trending_down,test,0.0,0.0,0
ETH,low,range_scalper,short,ranging,test,0.0,0.0,0
ETH,low,sweep_squeeze_combo,long,trending_up,train,1.133,121.78,2
ETH,low,sweep_squeeze_combo,long,trending_down,train,0.924,89.3,2
ETH,low,sweep_squeeze_combo,long,ranging,train,1.166,128.75,3
ETH,low,sweep_squeeze_combo,long,trending_up,test,-0.227,-36.45,4
ETH,low,sweep_squeeze_combo,long,trending_down,test,-0.147,-32.73,5
ETH,low,sweep_squeeze_combo,long,ranging,test,-0.13,-32.42,5
ETH,low,sweep_squeeze_combo,short,trending_up,train,0.064,-7.43,3
ETH,low,sweep_squeeze_combo,short,trending_down,train,-0.029,-14.36,3
ETH,low,sweep_squeeze_combo,short,ranging,train,0.012,-11.11,3
ETH,low,sweep_squeeze_combo,short,trending_up,test,0.58,16.15,4
ETH,low,sweep_squeeze_combo,short,trending_down,test,0.152,1.26,4
ETH,low,sweep_squeeze_combo,short,ranging,test,0.302,6.27,4
ETH,low,adx_trend,long,trending_up,train,0.667,49.21,24
ETH,low,adx_trend,long,trending_down,train,0.484,26.35,14
ETH,low,adx_trend,long,ranging,train,0.514,29.51,14
ETH,low,adx_trend,long,trending_up,test,-0.091,-12.83,20
ETH,low,adx_trend,long,trending_down,test,0.674,24.88,7
ETH,low,adx_trend,long,ranging,test,0.407,11.37,7
ETH,low,adx_trend,short,trending_up,train,-0.733,-37.36,11
ETH,low,adx_trend,short,trending_down,train,-0.675,-45.66,25
ETH,low,adx_trend,short,ranging,train,-0.412,-28.56,13
ETH,low,adx_trend,short,trending_up,test,0.114,-30.54,9
ETH,low,adx_trend,short,trending_down,test,0.185,-33.4,21
ETH,low,adx_trend,short,ranging,test,0.223,-27.38,11
ETH,low,donchian_breakout,long,trending_up,train,0.683,47.69,44
ETH,low,donchian_breakout,long,trending_down,train,0.477,22.63,35
ETH,low,donchian_breakout,long,ranging,train,0.326,11.43,43
ETH,low,donchian_breakout,long,trending_up,test,-1.103,-54.25,30
ETH,low,donchian_breakout,long,trending_down,test,0.412,11.99,21
ETH,low,donchian_breakout,long,ranging,test,0.322,6.58,28
ETH,low,donchian_breakout,short,trending_up,train,-0.399,-16.03,22
ETH,low,donchian_breakout,short,trending_down,train,-0.438,-36.17,43
ETH,low,donchian_breakout,short,ranging,train,-0.195,-19.32,40
ETH,low,donchian_breakout,short,trending_up,test,-0.146,-7.25,14
ETH,low,donchian_breakout,short,trending_down,test,0.505,18.75,27
ETH,low,donchian_breakout,short,ranging,test,-0.527,-33.73,30
ETH,low,tema_cross,long,trending_up,train,1.312,90.86,37
ETH,low,tema_cross,long,trending_down,train,0.337,7.99,9
ETH,low,tema_cross,long,ranging,train,1.15,66.51,45
ETH,low,tema_cross,long,trending_up,test,0.372,8.16,20
ETH,low,tema_cross,long,trending_down,test,-0.518,-8.22,9
ETH,low,tema_cross,long,ranging,test,-0.723,-21.56,25
ETH,low,tema_cross,short,trending_up,train,-0.901,-58.17,38
ETH,low,tema_cross,short,trending_down,train,-0.964,-65.41,39
ETH,low,tema_cross,short,ranging,train,-0.267,-34.83,44
ETH,low,tema_cross,short,trending_up,test,0.675,33.28,25
ETH,low,tema_cross,short,trending_down,test,0.961,63.59,20
ETH,low,tema_cross,short,ranging,test,0.097,-14.28,28
SOL,high,sma_crossover,long,trending_up,train,1.825,676.66,38
SOL,high,sma_crossover,long,trending_down,train,1.166,154.08,38
SOL,high,sma_crossover,long,ranging,train,0.66,52.87,47
SOL,high,sma_crossover,long,trending_up,test,-0.317,-28.25,25
SOL,high,sma_crossover,long,trending_down,test,0.344,8.37,24
SOL,high,sma_crossover,long,ranging,test,0.289,4.3,31
SOL,high,sma_crossover,short,trending_up,train,-1.635,-70.28,37
SOL,high,sma_crossover,short,trending_down,train,-0.666,-59.4,36
SOL,high,sma_crossover,short,ranging,train,-1.167,-65.5,40
SOL,high,sma_crossover,short,trending_up,test,1.278,75.32,22
SOL,high,sma_crossover,short,trending_down,test,0.801,46.34,25
SOL,high,sma_crossover,short,ranging,test,0.538,21.33,30
SOL,high,ema_crossover,long,trending_up,train,2.082,997.34,48
SOL,high,ema_crossover,long,trending_down,train,0.877,78.88,43
SOL,high,ema_crossover,long,ranging,train,1.273,212.58,55
SOL,high,ema_crossover,long,trending_up,test,-0.659,-41.28,36
SOL,high,ema_crossover,long,trending_down,test,0.123,-0.85,32
SOL,high,ema_crossover,long,ranging,test,0.21,-0.31,42
SOL,high,ema_crossover,short,trending_up,train,-0.772,-37.88,38
SOL,high,ema_crossover,short,trending_down,train,-0.667,-59.53,52
SOL,high,ema_crossover,short,ranging,train,-0.685,-51.02,49
SOL,high,ema_crossover,short,trending_up,test,-0.153,-12.07,27
SOL,high,ema_crossover,short,trending_down,test,-0.048,-17.59,37
SOL,high,ema_crossover,short,ranging,test,0.356,8.06,45
SOL,high,rsi,long,trending_up,train,0.809,68.78,17
SOL,high,rsi,long,trending_down,train,0.698,61.56,17
SOL,high,rsi,long,ranging,train,0.807,69.1,14
SOL,high,rsi,long,trending_up,test,-0.321,-34.49,13
SOL,high,rsi,long,trending_down,test,-0.153,-30.1,13
SOL,high,rsi,long,ranging,test,0.47,16.33,10
SOL,high,rsi,short,trending_up,train,-0.623,-123.32,18
SOL,high,rsi,short,trending_down,train,0.123,-89.08,17
SOL,high,rsi,short,ranging,train,0.868,-89.91,15
SOL,high,rsi,short,trending_up,test,0.896,61.95,13
SOL,high,rsi,short,trending_down,test,0.294,-0.32,13
SOL,high,rsi,short,ranging,test,0.294,-0.95,11
SOL,high,bollinger_bands,long,trending_up,train,1.782,226.51,42
SOL,high,bollinger_bands,long,trending_down,train,0.756,74.8,40
SOL,high,bollinger_bands,long,ranging,train,0.877,84.33,25
SOL,high,bollinger_bands,long,trending_up,test,-0.507,-32.67,26
SOL,high,bollinger_bands,long,trending_down,test,0.168,-8.5,31
SOL,high,bollinger_bands,long,ranging,test,0.131,-5.87,22
SOL,high,bollinger_bands,short,trending_up,train,-0.53,-103.53,43
SOL,high,bollinger_bands,short,trending_down,train,-0.292,-47.52,41
SOL,high,bollinger_bands,short,ranging,train,-0.078,-37.56,33
SOL,high,bollinger_bands,short,trending_up,test,1.555,146.22,31
SOL,high,bollinger_bands,short,trending_down,test,0.703,34.3,30
SOL,high,bollinger_bands,short,ranging,test,0.601,27.26,27
SOL,high,macd,long,trending_up,train,1.826,546.81,99
SOL,high,macd,long,trending_down,train,0.574,37.93,77
SOL,high,macd,long,ranging,train,1.498,192.92,80
SOL,high,macd,long,trending_up,test,-0.751,-41.91,66
SOL,high,macd,long,trending_down,test,-0.433,-33.8,45
SOL,high,macd,long,ranging,test,-0.251,-21.53,65
SOL,high,macd,short,trending_up,train,-0.946,-78.48,78
SOL,high,macd,short,trending_down,train,-0.732,-62.33,107
SOL,high,macd,short,ranging,train,-0.145,-24.91,83
SOL,high,macd,short,trending_up,test,-0.125,-11.52,42
SOL,high,macd,short,trending_down,test,0.215,-0.22,67
SOL,high,macd,short,ranging,test,0.29,4.77,69
SOL,high,mean_reversion,long,trending_up,train,1.014,77.61,42
SOL,high,mean_reversion,long,trending_down,train,0.178,-12.36,46
SOL,high,mean_reversion,long,ranging,train,0.202,-0.93,30
SOL,high,mean_reversion,long,trending_up,test,-1.609,-47.25,31
SOL,high,mean_reversion,long,trending_down,test,-0.759,-50.55,40
SOL,high,mean_reversion,long,ranging,test,-0.904,-43.06,27
SOL,high,mean_reversion,short,trending_up,train,0.781,-104.93,41
SOL,high,mean_reversion,short,trending_down,train,-0.685,-121.5,45
SOL,high,mean_reversion,short,ranging,train,0.679,-115.79,47
SOL,high,mean_reversion,short,trending_up,test,0.531,21.25,30
SOL,high,mean_reversion,short,trending_down,test,0.786,44.69,41
SOL,high,mean_reversion,short,ranging,test,-0.103,-28.53,37
SOL,high,momentum,long,trending_up,train,1.848,697.66,50
SOL,high,momentum,long,trending_down,train,1.325,189.33,43
SOL,high,momentum,long,ranging,train,0.806,75.4,44
SOL,high,momentum,long,trending_up,test,-1.138,-59.21,37
SOL,high,momentum,long,trending_down,test,-0.255,-23.42,35
SOL,high,momentum,long,ranging,test,-0.414,-31.83,29
SOL,high,momentum,short,trending_up,train,-0.962,-57.98,35
SOL,high,momentum,short,trending_down,train,-0.439,-51.82,48
SOL,high,momentum,short,ranging,train,-0.994,-58.91,35
SOL,high,momentum,short,trending_up,test,-0.865,-28.88,22
SOL,high,momentum,short,trending_down,test,-0.235,-30.64,42
SOL,high,momentum,short,ranging,test,0.097,-6.5,34
SOL,high,volume_weighted,long,trending_up,train,1.909,574.66,22
SOL,high,volume_weighted,long,trending_down,train,0.965,94.82,21
SOL,high,volume_weighted,long,ranging,train,1.086,126.74,21
SOL,high,volume_weighted,long,trending_up,test,-0.399,-28.66,17
SOL,high,volume_weighted,long,trending_down,test,0.026,-9.04,16
SOL,high,volume_weighted,long,ranging,test,-0.022,-10.09,16
SOL,high,volume_weighted,short,trending_up,train,0.66,-61.98,17
SOL,high,volume_weighted,short,trending_down,train,0.778,-33.61,19
SOL,high,volume_weighted,short,ranging,train,0.408,-31.66,22
SOL,high,volume_weighted,short,trending_up,test,0.618,28.2,17
SOL,high,volume_weighted,short,trending_down,test,1.233,95.87,19
SOL,high,volume_weighted,short,ranging,test,0.737,41.17,19
SOL,high,triple_ema,long,trending_up,train,1.694,471.01,50
SOL,high,triple_ema,long,trending_down,train,-0.063,-12.09,34
SOL,high,triple_ema,long,ranging,train,1.187,166.73,53
SOL,high,triple_ema,long,trending_up,test,-0.768,-35.48,34
SOL,high,triple_ema,long,trending_down,test,-1.719,-28.5,21
SOL,high,triple_ema,long,ranging,test,0.217,1.85,35
SOL,high,triple_ema,short,trending_up,train,-1.245,-65.24,41
SOL,high,triple_ema,short,trending_down,train,-0.882,-71.92,52
SOL,high,triple_ema,short,ranging,train,-1.037,-66.79,49
SOL,high,triple_ema,short,trending_up,test,1.088,65.83,27
SOL,high,triple_ema,short,trending_down,test,0.289,3.0,37
SOL,high,triple_ema,short,ranging,test,0.898,52.37,40
SOL,high,rsi_macd_combo,long,trending_up,train,1.418,194.73,24
SOL,high,rsi_macd_combo,long,trending_down,train,1.079,151.63,24
SOL,high,rsi_macd_combo,long,ranging,train,0.553,36.16,19
SOL,high,rsi_macd_combo,long,trending_up,test,-0.924,-61.74,16
SOL,high,rsi_macd_combo,long,trending_down,test,-0.778,-59.5,15
SOL,high,rsi_macd_combo,long,ranging,test,0.088,-13.33,14
SOL,high,rsi_macd_combo,short,trending_up,train,1.333,-152.48,23
SOL,high,rsi_macd_combo,short,trending_down,train,-0.235,-98.87,24
SOL,high,rsi_macd_combo,short,ranging,train,0.735,-93.98,20
SOL,high,rsi_macd_combo,short,trending_up,test,1.011,63.47,16
SOL,high,rsi_macd_combo,short,trending_down,test,0.14,-6.59,16
SOL,high,rsi_macd_combo,short,ranging,test,0.421,12.71,12
SOL,high,stoch_rsi,long,trending_up,train,1.077,133.48,59
SOL,high,stoch_rsi,long,trending_down,train,0.705,62.09,68
SOL,high,stoch_rsi,long,ranging,train,0.767,61.28,50
SOL,high,stoch_rsi,long,trending_up,test,0.713,29.05,36
SOL,high,stoch_rsi,long,trending_down,test,0.102,-9.46,56
SOL,high,stoch_rsi,long,ranging,test,-1.204,-57.24,44
SOL,high,stoch_rsi,short,trending_up,train,-1.717,-95.53,68
SOL,high,stoch_rsi,short,trending_down,train,-0.498,-53.62,52
SOL,high,stoch_rsi,short,ranging,train,-0.696,-69.58,52
SOL,high,stoch_rsi,short,trending_up,test,1.535,120.02,51
SOL,high,stoch_rsi,short,trending_down,test,0.376,9.25,41
SOL,high,stoch_rsi,short,ranging,test,-0.244,-23.62,40
SOL,high,supertrend,long,trending_up,train,0.0,0.0,0
SOL,high,supertrend,long,trending_down,train,0.0,0.0,0
SOL,high,supertrend,long,ranging,train,0.0,0.0,0
SOL,high,supertrend,long,trending_up,test,0.0,0.0,0
SOL,high,supertrend,long,trending_down,test,0.0,0.0,0
SOL,high,supertrend,long,ranging,test,0.0,0.0,0
SOL,high,supertrend,short,trending_up,train,0.0,0.0,0
SOL,high,supertrend,short,trending_down,train,0.0,0.0,0
SOL,high,supertrend,short,ranging,train,0.0,0.0,0
SOL,high,supertrend,short,trending_up,test,0.0,0.0,0
SOL,high,supertrend,short,trending_down,test,0.0,0.0,0
SOL,high,supertrend,short,ranging,test,0.0,0.0,0
SOL,high,ichimoku_cloud,long,trending_up,train,1.674,460.23,19
SOL,high,ichimoku_cloud,long,trending_down,train,1.844,501.91,20
SOL,high,ichimoku_cloud,long,ranging,train,1.79,488.26,17
SOL,high,ichimoku_cloud,long,trending_up,test,-0.089,-19.23,12
SOL,high,ichimoku_cloud,long,trending_down,test,-0.266,-24.91,11
SOL,high,ichimoku_cloud,long,ranging,test,0.267,2.71,11
SOL,high,ichimoku_cloud,short,trending_up,train,-0.519,-54.78,16
SOL,high,ichimoku_cloud,short,trending_down,train,0.17,-7.22,19
SOL,high,ichimoku_cloud,short,ranging,train,-0.255,-66.1,16
SOL,high,ichimoku_cloud,short,trending_up,test,1.338,76.01,11
SOL,high,ichimoku_cloud,short,trending_down,test,1.519,111.13,9
SOL,high,ichimoku_cloud,short,ranging,test,0.609,27.07,12
SOL,high,pairs_spread,long,trending_up,train,1.176,87.39,33
SOL,high,pairs_spread,long,trending_down,train,0.284,1.2,39
SOL,high,pairs_spread,long,ranging,train,1.023,78.68,21
SOL,high,pairs_spread,long,trending_up,test,-1.524,-43.23,24
SOL,high,pairs_spread,long,trending_down,test,-0.691,-47.04,32
SOL,high,pairs_spread,long,ranging,test,-0.752,-32.19,18
SOL,high,pairs_spread,short,trending_up,train,0.78,-103.14,35
SOL,high,pairs_spread,short,trending_down,train,-0.685,-117.39,38
SOL,high,pairs_spread,short,ranging,train,0.681,-113.74,39
SOL,high,pairs_spread,short,trending_up,test,0.267,-3.95,22
SOL,high,pairs_spread,short,trending_down,test,0.467,13.47,31
SOL,high,pairs_spread,short,ranging,test,0.063,-21.15,26
SOL,high,squeeze_momentum,long,trending_up,train,1.027,165.46,18
SOL,high,squeeze_momentum,long,trending_down,train,0.333,4.29,17
SOL,high,squeeze_momentum,long,ranging,train,0.282,-2.35,17
SOL,high,squeeze_momentum,long,trending_up,test,-0.171,-29.03,8
SOL,high,squeeze_momentum,long,trending_down,test,-0.177,-29.49,8
SOL,high,squeeze_momentum,long,ranging,test,-0.398,-40.81,9
SOL,high,squeeze_momentum,short,trending_up,train,-1.319,-90.44,16
