strategy,asset,tf,bench_ret,bench_sharpe,ret_none,shp_none,trd_none,ret_trend,shp_trend,trd_trend,ret_down,shp_down,trd_down
sma_crossover,BTC,1d,-29.59809774166566,-0.6187077919913184,-4.32,0.08,10,1.05,0.196,6,28.99,1.136,3
ema_crossover,BTC,1d,-29.59809774166566,-0.6187077919913184,-20.35,-0.351,18,17.41,0.72,6,33.2,1.32,4
rsi,BTC,1d,-29.59809774166566,-0.6187077919913184,-3.91,0.103,2,-3.91,0.103,2,-20.64,-0.48,1
bollinger_bands,BTC,1d,-29.59809774166566,-0.6187077919913184,34.2,0.907,11,10.88,0.457,8,-18.3,-0.512,3
macd,BTC,1d,-29.59809774166566,-0.6187077919913184,7.59,0.385,28,9.14,0.433,14,3.29,0.255,7
mean_reversion,BTC,1d,-29.59809774166566,-0.6187077919913184,-51.52,-1.452,8,-47.91,-1.509,5,-47.91,-1.509,5
momentum,BTC,1d,-29.59809774166566,-0.6187077919913184,-37.95,-1.029,16,-16.37,-0.367,10,7.73,0.411,7
volume_weighted,BTC,1d,-29.59809774166566,-0.6187077919913184,57.86,1.529,4,6.83,0.45,1,6.83,0.45,1
triple_ema,BTC,1d,-29.59809774166566,-0.6187077919913184,5.34,0.322,14,29.7,1.274,4,29.7,1.274,4
rsi_macd_combo,BTC,1d,-29.59809774166566,-0.6187077919913184,-31.78,-0.683,3,3.45,0.466,1,0.0,0.0,0
stoch_rsi,BTC,1d,-29.59809774166566,-0.6187077919913184,13.82,0.519,16,-14.73,-0.274,10,-17.93,-0.448,5
supertrend,BTC,1d,-29.59809774166566,-0.6187077919913184,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,BTC,1d,-29.59809774166566,-0.6187077919913184,-29.7,-0.704,5,-22.0,-0.485,3,12.93,0.884,1
pairs_spread,BTC,1d,-29.59809774166566,-0.6187077919913184,11.64,0.472,8,1.1,0.199,5,1.1,0.199,5
squeeze_momentum,BTC,1d,-29.59809774166566,-0.6187077919913184,-4.24,0.086,2,19.1,0.895,1,19.1,0.895,1
atr_breakout,BTC,1d,-29.59809774166566,-0.6187077919913184,29.2,0.898,7,33.12,1.024,5,44.5,1.34,3
amd_ifvg,BTC,1d,-29.59809774166566,-0.6187077919913184,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,BTC,1d,-29.59809774166566,-0.6187077919913184,-3.66,0.098,20,12.89,0.557,10,10.53,0.529,6
order_blocks,BTC,1d,-29.59809774166566,-0.6187077919913184,21.26,0.841,6,43.19,1.775,2,34.12,1.53,1
vwap_reversion,BTC,1d,-29.59809774166566,-0.6187077919913184,-45.93,-0.544,180,-31.01,-0.334,109,-18.43,-0.186,64
chart_pattern,BTC,1d,-29.59809774166566,-0.6187077919913184,3.21,0.259,2,21.9,0.936,1,21.9,0.936,1
liquidity_sweeps,BTC,1d,-29.59809774166566,-0.6187077919913184,17.08,0.66,3,17.08,0.66,3,-13.66,-0.719,1
parabolic_sar,BTC,1d,-29.59809774166566,-0.6187077919913184,-25.29,-0.39,29,-25.59,-0.6,15,-41.97,-1.765,9
range_scalper,BTC,1d,-29.59809774166566,-0.6187077919913184,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,BTC,1d,-29.59809774166566,-0.6187077919913184,-33.58,-0.829,2,0.0,0.0,0,0.0,0.0,0
adx_trend,BTC,1d,-29.59809774166566,-0.6187077919913184,41.48,1.413,5,41.48,1.413,5,37.51,1.643,3
donchian_breakout,BTC,1d,-29.59809774166566,-0.6187077919913184,-3.7,0.094,10,15.65,0.602,6,24.9,0.997,4
tema_cross,BTC,1d,-29.59809774166566,-0.6187077919913184,-6.3,-0.024,10,30.46,1.198,2,33.28,1.394,1
sma_crossover,ETH,1d,-20.487691097344495,-0.013524234027752253,-0.16,0.291,6,-0.16,0.291,6,30.89,0.857,3
ema_crossover,ETH,1d,-20.487691097344495,-0.013524234027752253,6.62,0.408,14,-3.68,0.097,5,41.9,1.259,2
rsi,ETH,1d,-20.487691097344495,-0.013524234027752253,-30.41,-0.15,3,-54.49,-0.82,2,-50.01,-1.011,1
bollinger_bands,ETH,1d,-20.487691097344495,-0.013524234027752253,-55.7,-0.278,7,-42.36,-0.692,5,-46.03,-1.088,3
macd,ETH,1d,-20.487691097344495,-0.013524234027752253,-30.24,-0.197,26,-43.15,-0.693,17,16.37,0.569,9
mean_reversion,ETH,1d,-20.487691097344495,-0.013524234027752253,-84.51,0.418,8,-55.74,-1.158,7,-52.66,-1.112,5
momentum,ETH,1d,-20.487691097344495,-0.013524234027752253,-53.19,-0.685,25,-49.94,-0.745,20,-34.46,-0.64,13
volume_weighted,ETH,1d,-20.487691097344495,-0.013524234027752253,142.99,1.955,6,62.15,1.467,5,45.43,1.188,4
triple_ema,ETH,1d,-20.487691097344495,-0.013524234027752253,-0.76,0.284,14,14.68,0.551,5,36.43,1.082,2
rsi_macd_combo,ETH,1d,-20.487691097344495,-0.013524234027752253,7.84,0.448,3,7.84,0.448,3,-21.9,-0.327,1
stoch_rsi,ETH,1d,-20.487691097344495,-0.013524234027752253,-10.86,0.22,16,27.19,0.709,12,-21.62,-0.3,7
supertrend,ETH,1d,-20.487691097344495,-0.013524234027752253,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,ETH,1d,-20.487691097344495,-0.013524234027752253,-1.1,0.136,3,-1.1,0.136,3,39.39,1.339,1
pairs_spread,ETH,1d,-20.487691097344495,-0.013524234027752253,-62.08,0.751,8,-4.22,0.178,7,-9.86,0.046,6
squeeze_momentum,ETH,1d,-20.487691097344495,-0.013524234027752253,-4.77,0.236,4,-28.79,-0.493,2,4.7,0.326,1
atr_breakout,ETH,1d,-20.487691097344495,-0.013524234027752253,48.72,0.972,7,3.71,0.3,5,17.64,0.589,4
amd_ifvg,ETH,1d,-20.487691097344495,-0.013524234027752253,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,ETH,1d,-20.487691097344495,-0.013524234027752253,-34.01,-0.247,20,-32.91,-0.379,13,12.76,0.524,5
order_blocks,ETH,1d,-20.487691097344495,-0.013524234027752253,-60.06,-1.096,7,-60.42,-1.207,6,-21.02,-0.294,4
vwap_reversion,ETH,1d,-20.487691097344495,-0.013524234027752253,-69.57,-0.367,184,-62.93,-0.435,137,-42.15,-0.463,73
chart_pattern,ETH,1d,-20.487691097344495,-0.013524234027752253,92.66,1.571,2,47.77,1.236,1,47.77,1.236,1
liquidity_sweeps,ETH,1d,-20.487691097344495,-0.013524234027752253,15.29,1.39,1,0.0,0.0,0,0.0,0.0,0
parabolic_sar,ETH,1d,-20.487691097344495,-0.013524234027752253,-59.31,-0.932,33,-63.6,-1.448,22,-47.34,-1.478,8
range_scalper,ETH,1d,-20.487691097344495,-0.013524234027752253,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,ETH,1d,-20.487691097344495,-0.013524234027752253,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
adx_trend,ETH,1d,-20.487691097344495,-0.013524234027752253,38.56,0.942,6,38.56,0.942,6,59.39,1.419,3
donchian_breakout,ETH,1d,-20.487691097344495,-0.013524234027752253,0.68,0.339,9,-12.07,-0.011,5,33.76,1.04,2
tema_cross,ETH,1d,-20.487691097344495,-0.013524234027752253,-21.59,-0.083,10,25.09,0.95,4,0.0,0.0,0
sma_crossover,SOL,1d,-47.707827863618945,-0.5542840781585064,-30.81,-0.185,7,-20.54,-0.012,5,29.96,0.86,2
ema_crossover,SOL,1d,-47.707827863618945,-0.5542840781585064,-32.01,-0.285,18,-35.99,-1.097,6,5.83,0.357,2
rsi,SOL,1d,-47.707827863618945,-0.5542840781585064,-25.51,-0.07,3,-25.51,-0.07,3,-42.15,-0.884,1
bollinger_bands,SOL,1d,-47.707827863618945,-0.5542840781585064,-52.04,-0.487,6,-42.45,-0.665,4,-51.56,-1.103,2
macd,SOL,1d,-47.707827863618945,-0.5542840781585064,-25.4,-0.064,30,-34.31,-0.437,18,3.7,0.291,9
mean_reversion,SOL,1d,-47.707827863618945,-0.5542840781585064,-57.66,-0.379,9,-35.9,-0.525,6,-43.61,-0.844,5
momentum,SOL,1d,-47.707827863618945,-0.5542840781585064,-56.63,-0.813,21,-51.71,-1.215,10,-40.98,-0.902,9
volume_weighted,SOL,1d,-47.707827863618945,-0.5542840781585064,-63.06,-1.164,4,0.0,0.0,0,0.0,0.0,0
triple_ema,SOL,1d,-47.707827863618945,-0.5542840781585064,-26.32,-0.255,10,-44.4,-2.174,3,-31.87,-2.132,2
rsi_macd_combo,SOL,1d,-47.707827863618945,-0.5542840781585064,-60.27,-0.892,2,-60.27,-0.892,2,-57.74,-1.408,1
stoch_rsi,SOL,1d,-47.707827863618945,-0.5542840781585064,17.32,0.575,14,7.87,0.419,8,-31.46,-0.561,5
supertrend,SOL,1d,-47.707827863618945,-0.5542840781585064,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,SOL,1d,-47.707827863618945,-0.5542840781585064,-75.71,-1.877,7,-65.22,-1.414,3,-8.35,-0.797,1
pairs_spread,SOL,1d,-47.707827863618945,-0.5542840781585064,-39.23,0.113,5,-8.31,0.08,4,-8.31,0.08,4
squeeze_momentum,SOL,1d,-47.707827863618945,-0.5542840781585064,-43.39,-0.666,3,-22.73,-0.53,1,0.0,0.0,0
atr_breakout,SOL,1d,-47.707827863618945,-0.5542840781585064,36.13,0.82,5,35.91,0.862,4,43.38,1.0,2
amd_ifvg,SOL,1d,-47.707827863618945,-0.5542840781585064,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,SOL,1d,-47.707827863618945,-0.5542840781585064,-38.36,-0.311,18,-43.23,-0.899,9,-13.92,-0.206,7
order_blocks,SOL,1d,-47.707827863618945,-0.5542840781585064,130.74,1.96,6,91.04,1.887,5,8.71,0.674,1
vwap_reversion,SOL,1d,-47.707827863618945,-0.5542840781585064,-58.02,-0.044,182,-45.38,-0.097,117,-13.33,0.197,69
chart_pattern,SOL,1d,-47.707827863618945,-0.5542840781585064,15.76,0.542,3,39.83,1.319,1,39.83,1.319,1
liquidity_sweeps,SOL,1d,-47.707827863618945,-0.5542840781585064,59.36,1.084,5,59.36,1.084,5,-11.05,-0.085,2
parabolic_sar,SOL,1d,-47.707827863618945,-0.5542840781585064,-30.18,-0.099,27,-33.72,-0.359,17,-42.01,-0.864,10
range_scalper,SOL,1d,-47.707827863618945,-0.5542840781585064,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,SOL,1d,-47.707827863618945,-0.5542840781585064,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
adx_trend,SOL,1d,-47.707827863618945,-0.5542840781585064,38.33,0.794,3,38.33,0.794,3,48.79,0.885,2
donchian_breakout,SOL,1d,-47.707827863618945,-0.5542840781585064,8.34,0.441,7,11.53,0.463,4,52.82,1.185,2
tema_cross,SOL,1d,-47.707827863618945,-0.5542840781585064,-11.67,0.112,8,-31.64,-0.934,4,-10.12,-0.638,1
sma_crossover,XRP,1d,-38.742636229749635,-0.3933982701377666,-19.42,-0.156,8,-22.63,-0.431,4,18.37,0.795,1
ema_crossover,XRP,1d,-38.742636229749635,-0.3933982701377666,-23.06,-0.191,18,-21.0,-0.578,5,13.14,0.608,2
rsi,XRP,1d,-38.742636229749635,-0.3933982701377666,24.37,0.674,4,24.37,0.674,4,-21.97,-0.407,2
bollinger_bands,XRP,1d,-38.742636229749635,-0.3933982701377666,34.66,0.781,6,28.46,0.734,4,-9.78,-0.122,1
macd,XRP,1d,-38.742636229749635,-0.3933982701377666,-18.91,0.06,26,-25.43,-0.366,11,-44.19,-1.329,9
mean_reversion,XRP,1d,-38.742636229749635,-0.3933982701377666,4.29,0.514,14,22.49,0.664,7,-10.05,-0.031,5
momentum,XRP,1d,-38.742636229749635,-0.3933982701377666,-37.15,-0.406,19,-17.68,-0.153,9,8.3,0.4,6
volume_weighted,XRP,1d,-38.742636229749635,-0.3933982701377666,-38.6,0.17,4,-33.35,-0.786,1,0.0,0.0,0
triple_ema,XRP,1d,-38.742636229749635,-0.3933982701377666,-23.33,-0.225,18,-35.34,-1.697,5,-6.53,-0.391,1
rsi_macd_combo,XRP,1d,-38.742636229749635,-0.3933982701377666,10.46,0.449,4,10.46,0.449,4,-27.47,-0.627,2
stoch_rsi,XRP,1d,-38.742636229749635,-0.3933982701377666,20.09,0.638,18,59.06,1.089,9,31.76,0.809,6
supertrend,XRP,1d,-38.742636229749635,-0.3933982701377666,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,XRP,1d,-38.742636229749635,-0.3933982701377666,41.72,1.201,3,0.0,0.0,0,0.0,0.0,0
pairs_spread,XRP,1d,-38.742636229749635,-0.3933982701377666,4.46,0.564,8,27.4,0.712,6,2.09,0.29,4
squeeze_momentum,XRP,1d,-38.742636229749635,-0.3933982701377666,7.22,0.413,4,26.52,0.897,1,26.52,0.897,1
atr_breakout,XRP,1d,-38.742636229749635,-0.3933982701377666,-40.57,-0.381,5,-56.3,-1.245,3,-27.54,-0.919,2
amd_ifvg,XRP,1d,-38.742636229749635,-0.3933982701377666,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,XRP,1d,-38.742636229749635,-0.3933982701377666,-26.96,-0.068,18,-24.94,-0.341,8,9.52,0.432,4
order_blocks,XRP,1d,-38.742636229749635,-0.3933982701377666,-22.55,-0.166,3,-38.78,-0.751,2,0.0,0.0,0
vwap_reversion,XRP,1d,-38.742636229749635,-0.3933982701377666,-79.4,-0.961,187,-44.05,-0.197,100,-12.53,0.151,68
chart_pattern,XRP,1d,-38.742636229749635,-0.3933982701377666,41.97,0.923,2,0.0,0.0,0,0.0,0.0,0
liquidity_sweeps,XRP,1d,-38.742636229749635,-0.3933982701377666,-39.62,-0.591,3,0.0,0.0,0,0.0,0.0,0
parabolic_sar,XRP,1d,-38.742636229749635,-0.3933982701377666,4.64,0.41,28,-9.45,0.023,11,-13.0,-0.307,5
range_scalper,XRP,1d,-38.742636229749635,-0.3933982701377666,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,XRP,1d,-38.742636229749635,-0.3933982701377666,-30.31,-0.607,1,-30.31,-0.607,1,-30.31,-0.607,1
adx_trend,XRP,1d,-38.742636229749635,-0.3933982701377666,-33.84,-0.745,1,-33.84,-0.745,1,0.0,0.0,0
donchian_breakout,XRP,1d,-38.742636229749635,-0.3933982701377666,0.33,0.321,7,1.42,0.192,2,15.81,0.747,1
tema_cross,XRP,1d,-38.742636229749635,-0.3933982701377666,-45.46,-0.273,8,42.07,1.217,2,0.0,0.0,0
sma_crossover,DOGE,1d,-48.05363546593212,-0.4191539920836023,-17.24,0.102,7,23.16,0.656,4,54.88,1.278,2
ema_crossover,DOGE,1d,-48.05363546593212,-0.4191539920836023,-46.95,-0.521,14,-21.28,-0.324,6,-9.33,-0.138,4
rsi,DOGE,1d,-48.05363546593212,-0.4191539920836023,142.94,1.633,4,65.83,1.116,3,-0.15,0.18,1
bollinger_bands,DOGE,1d,-48.05363546593212,-0.4191539920836023,-29.26,0.13,7,-41.49,-0.079,6,-42.75,-0.84,2
macd,DOGE,1d,-48.05363546593212,-0.4191539920836023,-66.69,-0.716,34,-45.85,-0.511,19,-43.15,-0.512,14
mean_reversion,DOGE,1d,-48.05363546593212,-0.4191539920836023,-18.4,0.102,6,-18.4,0.102,6,-17.61,-0.144,4
momentum,DOGE,1d,-48.05363546593212,-0.4191539920836023,-58.15,-0.748,21,-15.7,-0.041,12,-28.76,-0.518,9
volume_weighted,DOGE,1d,-48.05363546593212,-0.4191539920836023,-49.65,0.224,6,-63.78,-0.032,4,-3.58,-0.999,1
triple_ema,DOGE,1d,-48.05363546593212,-0.4191539920836023,-64.03,-1.059,14,-11.0,-0.007,6,-9.06,-0.055,3
rsi_macd_combo,DOGE,1d,-48.05363546593212,-0.4191539920836023,0.97,0.395,4,0.97,0.395,4,-21.23,-0.081,2
stoch_rsi,DOGE,1d,-48.05363546593212,-0.4191539920836023,-49.33,-0.346,12,-37.18,-0.247,9,0.14,0.305,6
supertrend,DOGE,1d,-48.05363546593212,-0.4191539920836023,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,DOGE,1d,-48.05363546593212,-0.4191539920836023,-66.26,-1.22,2,-9.39,-0.175,1,-9.39,-0.175,1
pairs_spread,DOGE,1d,-48.05363546593212,-0.4191539920836023,-27.05,-0.039,5,-27.05,-0.039,5,-28.6,-0.398,3
squeeze_momentum,DOGE,1d,-48.05363546593212,-0.4191539920836023,8.16,0.452,8,67.72,1.297,4,45.11,1.443,1
atr_breakout,DOGE,1d,-48.05363546593212,-0.4191539920836023,-34.82,-0.225,5,-34.82,-0.225,5,-7.2,0.144,4
amd_ifvg,DOGE,1d,-48.05363546593212,-0.4191539920836023,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,DOGE,1d,-48.05363546593212,-0.4191539920836023,-42.77,-0.33,19,-10.67,0.051,10,-2.77,0.11,4
order_blocks,DOGE,1d,-48.05363546593212,-0.4191539920836023,-16.35,0.138,5,-16.35,0.138,5,-16.35,0.138,5
vwap_reversion,DOGE,1d,-48.05363546593212,-0.4191539920836023,-73.45,-0.213,183,-58.26,-0.187,119,-36.63,-0.108,77
chart_pattern,DOGE,1d,-48.05363546593212,-0.4191539920836023,22.86,0.767,1,22.86,0.767,1,22.86,0.767,1
liquidity_sweeps,DOGE,1d,-48.05363546593212,-0.4191539920836023,-44.72,-0.629,2,-44.72,-0.629,2,-51.65,-1.036,1
parabolic_sar,DOGE,1d,-48.05363546593212,-0.4191539920836023,-23.66,0.084,27,18.69,0.588,18,23.82,0.675,9
range_scalper,DOGE,1d,-48.05363546593212,-0.4191539920836023,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,DOGE,1d,-48.05363546593212,-0.4191539920836023,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
adx_trend,DOGE,1d,-48.05363546593212,-0.4191539920836023,-17.08,0.104,3,-17.08,0.104,3,25.92,0.669,2
donchian_breakout,DOGE,1d,-48.05363546593212,-0.4191539920836023,23.69,0.657,5,22.73,0.645,4,47.79,1.207,2
tema_cross,DOGE,1d,-48.05363546593212,-0.4191539920836023,-58.31,-0.675,8,48.03,1.409,1,48.03,1.409,1
sma_crossover,ADA,1d,-65.91399416909621,-1.038830768237757,48.67,0.992,6,80.85,1.377,4,86.1,1.682,3
ema_crossover,ADA,1d,-65.91399416909621,-1.038830768237757,29.08,0.718,14,-12.52,-0.17,5,-3.48,-0.64,1
rsi,ADA,1d,-65.91399416909621,-1.038830768237757,-46.69,-0.473,3,-61.79,-0.994,2,-66.54,-1.601,1
bollinger_bands,ADA,1d,-65.91399416909621,-1.038830768237757,-24.96,0.061,8,-18.78,0.047,6,-38.77,-0.806,2
macd,ADA,1d,-65.91399416909621,-1.038830768237757,-57.27,-0.648,32,-50.33,-0.688,19,-30.39,-0.463,12
mean_reversion,ADA,1d,-65.91399416909621,-1.038830768237757,-58.34,-0.797,8,-60.07,-0.938,5,-62.01,-1.367,3
momentum,ADA,1d,-65.91399416909621,-1.038830768237757,-58.9,-0.785,23,-36.91,-0.57,9,-3.29,0.105,5
volume_weighted,ADA,1d,-65.91399416909621,-1.038830768237757,-26.17,-0.769,5,-23.72,-0.868,2,-9.34,-0.577,1
triple_ema,ADA,1d,-65.91399416909621,-1.038830768237757,-7.28,0.127,12,-25.52,-0.719,5,-13.69,-1.119,1
rsi_macd_combo,ADA,1d,-65.91399416909621,-1.038830768237757,-37.67,-0.279,3,-37.67,-0.279,3,-48.43,-0.785,2
stoch_rsi,ADA,1d,-65.91399416909621,-1.038830768237757,-29.07,0.009,16,-27.77,-0.045,11,-44.44,-0.486,8
supertrend,ADA,1d,-65.91399416909621,-1.038830768237757,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,ADA,1d,-65.91399416909621,-1.038830768237757,56.05,1.306,2,-9.03,-0.288,1,0.0,0.0,0
pairs_spread,ADA,1d,-65.91399416909621,-1.038830768237757,-36.5,-0.241,7,-47.25,-0.554,4,-55.33,-1.127,2
squeeze_momentum,ADA,1d,-65.91399416909621,-1.038830768237757,16.39,0.557,3,45.52,0.973,2,51.34,1.705,1
atr_breakout,ADA,1d,-65.91399416909621,-1.038830768237757,-56.58,-0.735,5,-66.97,-1.224,4,-55.14,-1.388,2
amd_ifvg,ADA,1d,-65.91399416909621,-1.038830768237757,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
