strategy,asset,tf,bench_ret,bench_sharpe,ret_none,shp_none,trd_none,ret_trend,shp_trend,trd_trend,ret_down,shp_down,trd_down
ema_crossover,ADA,4h,-64.69424731994565,-0.9890078402761391,-52.57,-0.624,80,-56.12,-1.553,37,-37.36,-1.404,18
rsi,ADA,4h,-64.69424731994565,-0.9890078402761391,30.04,0.727,16,20.9,0.634,14,-30.21,-0.381,7
bollinger_bands,ADA,4h,-64.69424731994565,-0.9890078402761391,62.62,0.993,41,34.43,0.767,26,-1.09,0.218,16
macd,ADA,4h,-64.69424731994565,-0.9890078402761391,-65.58,-0.813,183,-68.94,-1.415,109,-53.33,-1.349,61
mean_reversion,ADA,4h,-64.69424731994565,-0.9890078402761391,-54.13,-0.421,61,-27.99,-0.097,33,4.59,0.315,22
momentum,ADA,4h,-64.69424731994565,-0.9890078402761391,-58.73,-0.791,67,-54.74,-1.138,38,-49.12,-1.436,24
volume_weighted,ADA,4h,-64.69424731994565,-0.9890078402761391,28.8,0.709,29,37.95,0.875,13,31.1,0.828,10
triple_ema,ADA,4h,-64.69424731994565,-0.9890078402761391,-31.75,-0.205,68,-33.14,-0.816,28,38.4,1.252,9
rsi_macd_combo,ADA,4h,-64.69424731994565,-0.9890078402761391,-18.18,0.148,22,5.74,0.446,19,-23.12,-0.217,9
stoch_rsi,ADA,4h,-64.69424731994565,-0.9890078402761391,-14.58,0.225,88,26.64,0.691,64,11.95,0.476,38
supertrend,ADA,4h,-64.69424731994565,-0.9890078402761391,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,ADA,4h,-64.69424731994565,-0.9890078402761391,-50.36,-0.594,22,9.78,0.436,12,31.3,0.868,7
pairs_spread,ADA,4h,-64.69424731994565,-0.9890078402761391,-35.67,-0.051,47,-29.27,-0.054,32,0.96,0.264,23
squeeze_momentum,ADA,4h,-64.69424731994565,-0.9890078402761391,-60.08,-0.814,10,0.94,0.204,4,14.64,0.604,3
atr_breakout,ADA,4h,-64.69424731994565,-0.9890078402761391,-56.69,-0.728,59,-49.85,-0.927,36,-26.39,-0.756,16
amd_ifvg,ADA,4h,-64.69424731994565,-0.9890078402761391,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,ADA,4h,-64.69424731994565,-0.9890078402761391,-50.07,-0.486,128,-57.06,-1.484,61,-30.85,-1.007,29
order_blocks,ADA,4h,-64.69424731994565,-0.9890078402761391,-74.3,-1.25,47,-67.31,-1.497,27,-29.74,-0.855,12
vwap_reversion,ADA,4h,-64.69424731994565,-0.9890078402761391,-68.65,-0.707,345,-55.13,-0.653,207,-26.83,-0.216,124
chart_pattern,ADA,4h,-64.69424731994565,-0.9890078402761391,10.01,0.478,21,21.99,0.634,11,42.51,1.347,5
liquidity_sweeps,ADA,4h,-64.69424731994565,-0.9890078402761391,-44.12,-0.243,19,-17.32,0.02,11,-18.18,-0.356,4
parabolic_sar,ADA,4h,-64.69424731994565,-0.9890078402761391,-40.76,-0.197,184,4.97,0.394,114,24.58,0.714,56
range_scalper,ADA,4h,-64.69424731994565,-0.9890078402761391,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,ADA,4h,-64.69424731994565,-0.9890078402761391,-1.18,0.282,3,-24.44,-0.396,1,-24.44,-0.396,1
adx_trend,ADA,4h,-64.69424731994565,-0.9890078402761391,78.95,1.098,27,78.95,1.098,27,82.24,1.167,13
donchian_breakout,ADA,4h,-64.69424731994565,-0.9890078402761391,-37.01,-0.255,51,-23.45,-0.231,24,-20.29,-0.577,11
tema_cross,ADA,4h,-64.69424731994565,-0.9890078402761391,81.9,1.296,36,9.34,0.437,13,0.41,0.101,2
sma_crossover,AVAX,4h,-55.445891783567134,-0.6049042881848399,-11.49,0.224,52,-58.82,-1.686,22,-13.86,-0.287,11
ema_crossover,AVAX,4h,-55.445891783567134,-0.6049042881848399,-74.14,-1.377,88,-72.25,-2.685,33,-47.38,-1.688,21
rsi,AVAX,4h,-55.445891783567134,-0.6049042881848399,-4.07,0.404,17,5.68,0.495,14,-19.29,-0.101,6
bollinger_bands,AVAX,4h,-55.445891783567134,-0.6049042881848399,-21.97,0.149,44,29.7,0.727,29,-9.67,0.061,17
macd,AVAX,4h,-55.445891783567134,-0.6049042881848399,-66.6,-0.781,189,-51.81,-0.742,104,-38.26,-0.699,53
mean_reversion,AVAX,4h,-55.445891783567134,-0.6049042881848399,-35.22,-0.011,69,-26.36,-0.037,40,-32.7,-0.435,25
momentum,AVAX,4h,-55.445891783567134,-0.6049042881848399,-69.55,-1.025,74,-52.86,-0.948,41,-36.82,-0.856,26
volume_weighted,AVAX,4h,-55.445891783567134,-0.6049042881848399,-33.2,-0.148,50,-21.33,-0.223,24,-18.0,-0.429,9
triple_ema,AVAX,4h,-55.445891783567134,-0.6049042881848399,-72.11,-1.368,78,-67.38,-2.347,29,-36.45,-1.088,17
rsi_macd_combo,AVAX,4h,-55.445891783567134,-0.6049042881848399,-48.41,-0.306,26,-23.4,-0.061,17,-42.7,-0.809,8
stoch_rsi,AVAX,4h,-55.445891783567134,-0.6049042881848399,98.72,1.227,90,95.8,1.302,55,14.73,0.526,26
supertrend,AVAX,4h,-55.445891783567134,-0.6049042881848399,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,AVAX,4h,-55.445891783567134,-0.6049042881848399,-22.78,0.011,23,-42.08,-0.707,12,24.31,0.832,4
pairs_spread,AVAX,4h,-55.445891783567134,-0.6049042881848399,-27.5,0.127,45,-34.63,-0.051,29,-48.48,-0.625,21
squeeze_momentum,AVAX,4h,-55.445891783567134,-0.6049042881848399,57.2,1.04,10,22.34,0.782,2,-2.9,0.031,1
atr_breakout,AVAX,4h,-55.445891783567134,-0.6049042881848399,-13.99,0.218,75,-58.31,-1.218,47,-55.1,-1.822,27
amd_ifvg,AVAX,4h,-55.445891783567134,-0.6049042881848399,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,AVAX,4h,-55.445891783567134,-0.6049042881848399,-45.71,-0.337,126,-45.7,-0.79,60,-36.38,-0.994,26
order_blocks,AVAX,4h,-55.445891783567134,-0.6049042881848399,-25.85,0.031,53,-44.63,-0.823,28,-37.11,-0.98,13
vwap_reversion,AVAX,4h,-55.445891783567134,-0.6049042881848399,81.36,1.098,352,129.25,1.452,210,29.08,0.727,109
chart_pattern,AVAX,4h,-55.445891783567134,-0.6049042881848399,-62.43,-0.938,21,-24.11,-0.27,12,16.47,0.566,8
liquidity_sweeps,AVAX,4h,-55.445891783567134,-0.6049042881848399,-62.66,-0.618,17,-58.16,-0.675,12,-45.51,-0.777,6
parabolic_sar,AVAX,4h,-55.445891783567134,-0.6049042881848399,68.23,1.024,168,21.83,0.629,103,38.84,0.887,53
range_scalper,AVAX,4h,-55.445891783567134,-0.6049042881848399,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,AVAX,4h,-55.445891783567134,-0.6049042881848399,73.5,1.236,5,66.91,1.736,2,0.0,0.0,0
adx_trend,AVAX,4h,-55.445891783567134,-0.6049042881848399,-41.36,-0.22,22,-41.36,-0.22,22,-7.2,0.183,11
donchian_breakout,AVAX,4h,-55.445891783567134,-0.6049042881848399,-64.32,-0.928,53,-46.71,-0.806,25,-4.06,0.117,14
tema_cross,AVAX,4h,-55.445891783567134,-0.6049042881848399,31.51,0.741,48,-0.78,0.238,21,-8.56,-0.281,4
sma_crossover,LINK,4h,-32.42424242424241,-0.13642856472417295,10.64,0.499,50,7.55,0.411,26,15.05,0.561,12
ema_crossover,LINK,4h,-32.42424242424241,-0.13642856472417295,-63.17,-0.875,90,-47.57,-1.037,35,-39.61,-1.514,16
rsi,LINK,4h,-32.42424242424241,-0.13642856472417295,14.89,0.586,14,-12.49,0.247,11,-24.24,-0.299,4
bollinger_bands,LINK,4h,-32.42424242424241,-0.13642856472417295,-8.45,0.433,40,-29.31,0.099,24,-53.22,-0.489,13
macd,LINK,4h,-32.42424242424241,-0.13642856472417295,-40.03,-0.164,173,-15.13,0.084,96,-8.59,0.043,46
mean_reversion,LINK,4h,-32.42424242424241,-0.13642856472417295,-29.92,0.203,63,-54.41,-0.305,37,-44.46,-0.234,22
momentum,LINK,4h,-32.42424242424241,-0.13642856472417295,-41.07,-0.304,63,-34.89,-0.442,39,-19.41,-0.322,23
volume_weighted,LINK,4h,-32.42424242424241,-0.13642856472417295,-46.09,-0.272,29,-63.09,-1.05,13,11.17,0.581,5
triple_ema,LINK,4h,-32.42424242424241,-0.13642856472417295,-66.42,-1.07,86,-39.23,-0.659,40,-21.2,-0.496,17
rsi_macd_combo,LINK,4h,-32.42424242424241,-0.13642856472417295,-49.11,-0.321,24,-55.77,-0.637,19,-6.47,0.069,10
stoch_rsi,LINK,4h,-32.42424242424241,-0.13642856472417295,115.65,1.352,96,36.08,0.79,62,-6.15,0.157,34
supertrend,LINK,4h,-32.42424242424241,-0.13642856472417295,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,LINK,4h,-32.42424242424241,-0.13642856472417295,-96.24,0.777,25,-39.78,-0.741,13,-4.0,0.059,7
pairs_spread,LINK,4h,-32.42424242424241,-0.13642856472417295,-5.48,0.488,41,-40.58,0.008,28,-38.08,-0.13,18
squeeze_momentum,LINK,4h,-32.42424242424241,-0.13642856472417295,4.66,0.416,15,-29.98,-0.629,7,20.59,0.815,4
atr_breakout,LINK,4h,-32.42424242424241,-0.13642856472417295,15.64,0.578,60,19.82,0.599,32,7.13,0.37,15
amd_ifvg,LINK,4h,-32.42424242424241,-0.13642856472417295,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,LINK,4h,-32.42424242424241,-0.13642856472417295,-90.95,-2.472,149,-64.07,-1.267,77,-48.61,-1.353,38
order_blocks,LINK,4h,-32.42424242424241,-0.13642856472417295,47.35,0.883,39,-23.37,-0.236,18,-17.22,-0.641,5
vwap_reversion,LINK,4h,-32.42424242424241,-0.13642856472417295,-65.89,-0.601,354,-69.33,-1.097,209,-37.95,-0.526,121
chart_pattern,LINK,4h,-32.42424242424241,-0.13642856472417295,-9.44,0.223,21,-36.67,-0.75,10,-12.4,-0.281,5
liquidity_sweeps,LINK,4h,-32.42424242424241,-0.13642856472417295,4.78,0.506,22,-11.91,0.189,12,-13.56,-0.08,6
parabolic_sar,LINK,4h,-32.42424242424241,-0.13642856472417295,-16.49,0.231,172,-30.37,-0.174,110,-27.45,-0.506,48
range_scalper,LINK,4h,-32.42424242424241,-0.13642856472417295,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,LINK,4h,-32.42424242424241,-0.13642856472417295,33.37,-0.2,2,33.37,-0.2,2,0.94,0.16,1
adx_trend,LINK,4h,-32.42424242424241,-0.13642856472417295,-47.13,-0.335,23,-47.13,-0.335,23,-19.82,0.012,12
donchian_breakout,LINK,4h,-32.42424242424241,-0.13642856472417295,-60.03,-0.867,55,-48.42,-0.956,26,3.57,0.283,12
tema_cross,LINK,4h,-32.42424242424241,-0.13642856472417295,-71.06,-1.193,78,-48.8,-0.85,33,1.76,0.206,7
